"killer_x","killer_y","killer_z","victim_x","victim_y","victim_z","killer_side","victim_side","match_checksum"
-146.442017,-383.804077,-167.347046,-886.001099,-342.237549,-164.912781,2,3,"472ac3e23ebc878b"
-827.945801,-788.72345,-221.96875,-900.861816,-204.420837,-167.93573,2,3,"472ac3e23ebc878b"
-2295.175537,733.452759,-39.71875,-2350.171875,-364.598022,-167.96875,2,3,"472ac3e23ebc878b"
-416.413879,430.484741,-106.905029,-1755.164917,827.718506,-47.96875,3,2,"472ac3e23ebc878b"
-878.415894,-230.574219,-167.663086,360.931854,-822.693115,-164.087646,3,2,"472ac3e23ebc878b"
150.431259,-679.698425,-166.96875,-885.820374,-252.391785,-167.489197,2,3,"472ac3e23ebc878b"
87.821922,-2163.707764,-39.96875,-353.216431,-2192.857178,-173.902039,2,3,"472ac3e23ebc878b"
-497.130615,-1431.920044,-83.223938,-951.386658,-1384.595947,-167.96875,2,3,"472ac3e23ebc878b"
-264.03125,-1504.029175,-163.971069,-439.970032,-1537.702393,-39.96875,3,2,"472ac3e23ebc878b"
-4.298889,-2109.278076,-39.96875,-308.163086,-1525.315918,-165.744995,2,3,"472ac3e23ebc878b"
-40.776428,-2127.510742,-39.96875,-1306.403076,-1155.182495,-167.96875,2,3,"472ac3e23ebc878b"
-1223.828369,-589.879639,-167.96875,331.979279,-424.502014,-164.877686,3,2,"472ac3e23ebc878b"
-336.297363,-2204.312012,-172.131836,-792.164307,-1017.285156,-167.96875,3,2,"472ac3e23ebc878b"
67.227661,-1922.32312,-39.96875,-210.875427,-1609.188232,-167.96875,3,2,"472ac3e23ebc878b"
44.133053,-2275.19043,-39.96875,140.593796,-1954.063965,-87.859375,2,3,"472ac3e23ebc878b"
20.645338,-1712.915894,-167.96875,-155.653503,-2292.630127,-167.96875,2,3,"472ac3e23ebc878b"
-695.976013,-1872.591675,-179.96875,-74.315552,-1748.409668,-167.96875,3,2,"472ac3e23ebc878b"
-664.0,-1855.573364,-179.96875,-103.864075,-2090.472412,-167.96875,3,2,"472ac3e23ebc878b"
