"killer_x","killer_y","killer_z","victim_x","victim_y","victim_z","killer_side","victim_side","match_checksum"
-132.945435,-649.344238,-223.96875,-454.02124,-620.069458,-274.754333,2,3,"554ec4ef442f415e"
-132.194641,-645.32959,-223.96875,-467.213623,-563.284363,-274.780273,2,3,"554ec4ef442f415e"
-330.355469,-1786.245605,-167.96875,-788.608582,-1557.64209,-167.96875,2,3,"554ec4ef442f415e"
142.875153,-1943.59021,-39.96875,-407.22876,-1859.909546,-174.384888,3,2,"554ec4ef442f415e"
50.639309,-1993.518066,-39.96875,-197.039429,-1639.38269,-167.96875,3,2,"554ec4ef442f415e"
-521.436462,-1226.460693,-167.96875,-717.129883,-962.620056,-215.96875,3,2,"554ec4ef442f415e"
-26.474121,-2116.266357,-39.96875,51.899128,-2008.476929,-39.96875,2,3,"554ec4ef442f415e"
-597.815186,-348.981323,-167.952393,-621.445618,-1235.723267,-167.96875,2,3,"554ec4ef442f415e"
-1177.283447,780.623779,-79.96875,-2193.359375,690.835205,-101.791443,2,3,"554ec4ef442f415e"
-1144.299316,192.882568,-171.052734,-1857.164185,697.212708,-47.96875,3,2,"554ec4ef442f415e"
-1894.659058,739.905701,-47.96875,-1152.101562,182.887115,-170.758179,2,3,"554ec4ef442f415e"
-2340.664795,506.537781,-167.96875,-1758.710083,-643.42865,-167.96875,2,3,"554ec4ef442f415e"
1326.927368,344.525513,-231.96875,1307.598511,-1356.331177,-167.96875,2,3,"554ec4ef442f415e"
-803.981567,-152.27771,-166.635498,-487.125,-2267.685791,-173.202087,2,3,"554ec4ef442f415e"
663.777405,-1507.00415,-263.953369,363.885986,-1622.340942,-193.908081,2,3,"554ec4ef442f415e"
-670.559814,-773.349731,-261.96875,-542.253174,-1235.870117,-167.96875,2,3,"554ec4ef442f415e"
-748.438293,-12.391907,-143.96875,-935.419128,116.492691,-170.465698,2,3,"554ec4ef442f415e"
-2330.318848,104.708748,-167.96875,-1702.278809,739.464539,-47.96875,3,2,"554ec4ef442f415e"
-2242.92334,-37.867737,-165.71875,-1002.895203,221.348053,-172.244141,3,2,"554ec4ef442f415e"
-1372.815308,148.185181,-163.753357,-1794.820312,458.572662,-165.71875,3,2,"554ec4ef442f415e"
-865.685181,-788.884827,-221.96875,-763.929382,76.970024,-165.96875,3,2,"554ec4ef442f415e"
-2190.429199,720.863831,-127.96875,-1832.884277,723.878662,-47.96875,3,2,"554ec4ef442f415e"
-1718.273438,863.924744,-47.96875,-1950.206055,-645.28064,-167.96875,2,3,"554ec4ef442f415e"
-1727.395264,788.508667,-47.96875,-1338.672485,297.546143,-167.96875,2,3,"554ec4ef442f415e"
-2090.368652,830.143555,-43.96875,-2171.248291,705.74054,-128.154114,2,3,"554ec4ef442f415e"
-2335.281494,-443.68634,-167.96875,-1659.921997,-664.180969,-167.96875,2,3,"554ec4ef442f415e"
-2013.890869,311.107452,-159.96875,-1182.263794,104.616432,-167.327393,2,3,"554ec4ef442f415e"
-721.908875,-394.593628,-168.169556,-830.508789,196.581299,-172.832764,2,3,"554ec4ef442f415e"
-774.878418,77.27877,-165.96875,-804.127747,-156.51062,-166.617188,3,2,"554ec4ef442f415e"
-611.142395,-1413.914917,-167.96875,-762.649902,-331.559753,-167.014404,3,2,"554ec4ef442f415e"
-352.544312,-934.951172,-165.226868,-225.047913,-743.940308,-244.98053,2,3,"554ec4ef442f415e"
-729.437073,-1159.172974,-167.96875,-494.887756,-345.766479,-166.508423,3,2,"554ec4ef442f415e"
-882.552734,-272.083374,-167.222412,-271.440735,-911.385986,-167.140442,3,2,"554ec4ef442f415e"
492.335052,-470.209534,-160.345032,-1172.028442,-713.812195,-167.96875,3,2,"554ec4ef442f415e"
-530.485291,-1160.700562,-167.96875,-757.71936,-563.232483,-266.715759,3,2,"554ec4ef442f415e"
27.407204,-2368.494385,-39.96875,117.85112,-2021.699585,-39.96875,2,3,"554ec4ef442f415e"
-1067.206177,-2479.790039,-167.96875,114.679893,-1652.79248,-167.96875,3,2,"554ec4ef442f415e"
-406.119751,-1805.036377,-171.847534,-876.630432,-1378.61731,-167.96875,2,3,"554ec4ef442f415e"
-1005.775024,-132.505615,-167.96875,-873.932556,-120.344116,-168.017761,2,3,"554ec4ef442f415e"
-1105.407227,-1527.934326,-159.644958,-1339.370972,-965.583252,-167.96875,2,3,"554ec4ef442f415e"
-759.4599,-1332.254639,-167.96875,-769.957336,-2251.321289,-179.96875,2,3,"554ec4ef442f415e"
-1877.284424,285.389648,-159.96875,-1566.058105,785.522461,-47.96875,3,2,"554ec4ef442f415e"
-1607.489624,766.814148,-47.96875,-1873.391602,282.835175,-159.96875,2,3,"554ec4ef442f415e"
-2318.50415,509.026093,-167.96875,-2253.974121,-38.591614,-165.71875,2,3,"554ec4ef442f415e"
-874.493835,-1404.305664,-167.96875,-815.059204,-1328.28125,-167.96875,3,2,"554ec4ef442f415e"
-496.062683,-1309.050293,-159.96875,-496.062622,-1399.220581,-109.383545,2,3,"554ec4ef442f415e"
328.53186,-1704.005615,-176.230957,653.322205,-1482.575684,-263.943604,3,2,"554ec4ef442f415e"
534.15918,-1598.887451,-263.96875,680.044922,-1351.750977,-263.429504,3,2,"554ec4ef442f415e"
-612.911499,-1346.758301,-167.96875,-628.785034,-909.144592,-229.392761,2,3,"554ec4ef442f415e"
-734.363037,-1336.723145,-167.96875,-588.616638,-654.145325,-272.470032,2,3,"554ec4ef442f415e"
-1240.945801,-675.259155,-167.96875,-1140.437744,-799.825073,-167.96875,2,3,"554ec4ef442f415e"
-985.565674,-785.658813,-263.96875,-1227.099243,-484.431763,-95.96875,2,3,"554ec4ef442f415e"
-774.586304,-1871.519409,-179.96875,-803.755859,-2400.780273,-171.777832,2,3,"554ec4ef442f415e"
3.861163,-1524.44751,-169.954712,-761.80304,-2082.155518,-179.96875,3,2,"554ec4ef442f415e"
-780.226257,-2044.15564,-179.96875,2.26464,-1521.848145,-169.795044,2,3,"554ec4ef442f415e"
-588.437927,-1378.253296,-167.96875,-890.765747,275.887085,-169.21814,2,3,"554ec4ef442f415e"
-1557.733521,780.251831,-47.96875,-1852.575562,22.946415,-167.96875,2,3,"554ec4ef442f415e"
-2593.599121,496.354248,-167.820984,-1821.170532,564.541809,-167.6698,3,2,"554ec4ef442f415e"
-2190.488525,597.35614,-150.420471,-2592.456299,492.845001,-167.816406,2,3,"554ec4ef442f415e"
-1299.821899,317.353607,-167.96875,-1602.38855,613.905762,-167.96875,3,2,"554ec4ef442f415e"
-2008.646729,263.903015,-159.96875,-1352.910645,242.049347,-167.96875,2,3,"554ec4ef442f415e"
-2249.469971,504.670197,-167.96875,-2236.963623,-52.269592,-167.567749,2,3,"554ec4ef442f415e"
-2465.960938,443.972443,-167.687744,-1941.714478,-2.730896,-167.942505,2,3,"554ec4ef442f415e"
-42.645508,-2024.479248,-39.96875,-273.332764,-2406.475098,-163.96875,2,3,"554ec4ef442f415e"
-710.55365,-2442.890869,-167.96875,-1103.055664,-2267.092285,-169.973022,2,3,"554ec4ef442f415e"
-1456.476318,-2206.250732,-242.729187,-715.017517,-2438.39624,-168.156372,3,2,"554ec4ef442f415e"
-556.288635,-2354.793213,-168.533142,-1509.401367,-2305.68335,-244.937439,2,3,"554ec4ef442f415e"
-1433.910522,-2225.196045,-239.907837,-879.432251,-2365.968262,-167.96875,3,2,"554ec4ef442f415e"
-879.286438,-2365.436279,-167.96875,-1433.358398,-2222.886963,-239.905151,2,3,"554ec4ef442f415e"
-586.204529,-2420.587158,-167.96875,-1100.1875,-2284.515869,-168.237854,2,3,"554ec4ef442f415e"
6.48641,-1420.766357,-170.217224,-220.432922,-2178.191895,-169.304077,2,3,"554ec4ef442f415e"
-762.671692,-1828.446045,-179.96875,-218.416504,-1614.928345,-167.96875,3,2,"554ec4ef442f415e"
-768.279236,-1801.629761,-179.96875,-154.411133,-1569.284424,-53.96875,3,2,"554ec4ef442f415e"
-15.829712,-2158.427734,-39.96875,-769.328735,-1796.234009,-179.96875,2,3,"554ec4ef442f415e"
-1388.125732,-2397.862793,-218.269043,-401.810181,-2242.164062,-171.678894,3,2,"554ec4ef442f415e"
-893.641602,-1375.262329,-167.96875,173.389572,-2320.483887,-39.96875,3,2,"554ec4ef442f415e"
-395.270874,-2377.031006,-166.561951,-762.272461,-1059.628296,-167.96875,3,2,"554ec4ef442f415e"
-760.584717,-563.376892,-266.593262,-553.090637,-1464.848633,-124.046875,2,3,"554ec4ef442f415e"
-1234.869141,-1251.690308,-167.96875,151.908234,-1952.635376,-7.96875,3,2,"554ec4ef442f415e"
-799.525513,-2246.533936,-179.009277,-675.446106,-1018.383484,-215.96875,3,2,"554ec4ef442f415e"
-663.897583,-903.244141,-232.343018,-812.072021,-2243.691406,-178.020386,2,3,"554ec4ef442f415e"
-1237.55188,-1247.523071,-167.96875,-907.833801,-1488.699341,-167.96875,3,2,"554ec4ef442f415e"
-500.226074,-1367.78833,-134.529297,-1271.035278,-1445.759277,-156.573425,2,3,"554ec4ef442f415e"
-1272.535278,-1390.15625,-162.545654,-501.200928,-1358.290894,-142.127258,3,2,"554ec4ef442f415e"
-1255.714355,-1486.234375,-153.451294,-662.809265,-1353.790283,-167.96875,3,2,"554ec4ef442f415e"
-624.521973,-539.697449,-269.028931,-651.956177,-1275.004028,-167.96875,2,3,"554ec4ef442f415e"
-690.885559,-973.267944,-215.96875,-813.63446,284.847534,-166.399353,2,3,"554ec4ef442f415e"
-799.044983,-2223.593994,-179.96875,-812.125671,-1306.822021,-167.96875,3,2,"554ec4ef442f415e"
-965.724548,-2528.22168,-167.96875,54.27203,-2113.282471,-39.96875,3,2,"554ec4ef442f415e"
125.419151,-1986.42688,-167.96875,-157.692749,-1966.041138,-167.96875,3,2,"554ec4ef442f415e"
-435.337646,-1856.973633,-176.752991,107.672745,-2031.404663,-167.96875,2,3,"554ec4ef442f415e"
-628.794922,-1192.880859,-167.96875,-845.129944,102.771553,-170.324158,2,3,"554ec4ef442f415e"
-178.507324,-1885.30481,-167.96875,-887.328247,-2318.309326,-168.014526,2,3,"554ec4ef442f415e"
461.676025,-2271.236328,-39.96875,21.081652,-2299.812012,-39.96875,2,3,"554ec4ef442f415e"
-752.249817,-342.272339,-167.543762,-778.533508,287.975006,-164.747437,2,3,"554ec4ef442f415e"
290.066132,-1463.53772,-175.96875,-1024.289917,-2501.012451,-167.96875,2,3,"554ec4ef442f415e"
-1370.245605,416.003021,-167.96875,-807.936951,5.884955,-168.066772,3,2,"554ec4ef442f415e"
76.797165,-2260.049072,-39.96875,-993.11322,-2528.233398,-167.96875,2,3,"554ec4ef442f415e"
-1731.692261,-1736.341797,-264.614624,-1617.766968,-507.221069,-167.96875,2,3,"554ec4ef442f415e"
-887.888672,-234.975037,-167.722046,-643.887085,-347.454224,-159.96875,3,2,"554ec4ef442f415e"
-257.780945,-424.557434,-166.863708,-888.230835,-287.372192,-167.149963,2,3,"554ec4ef442f415e"
-1761.545288,771.734131,-47.96875,-1321.696045,248.076385,-167.96875,2,3,"554ec4ef442f415e"
-1954.914185,736.527222,-47.96875,-2137.271729,249.091171,-159.96875,2,3,"554ec4ef442f415e"
-1650.318604,321.031403,-171.138062,-2082.128418,-560.693176,-167.96875,2,3,"554ec4ef442f415e"
562.902832,887.937378,-135.96875,577.615479,645.064819,-135.96875,2,3,"554ec4ef442f415e"
-865.016113,292.643433,-168.019775,-668.239441,-427.683105,-167.934937,3,2,"554ec4ef442f415e"
-763.936523,-73.813171,-163.943481,-967.743408,274.678009,-168.49939,2,3,"554ec4ef442f415e"
-1026.983154,111.93895,-169.564575,-1470.363159,531.937195,-166.96875,2,3,"554ec4ef442f415e"
-1623.36731,806.317261,-47.96875,-2007.640381,-540.432434,-167.96875,2,3,"554ec4ef442f415e"
734.388184,-2390.241211,10.625784,990.606384,-1824.33667,-71.96875,3,2,"554ec4ef442f415e"
771.86792,-2304.597168,-39.96875,994.353943,-2040.800903,-71.96875,3,2,"554ec4ef442f415e"
-1254.140869,-1271.054321,-167.96875,-72.50647,-1881.980347,-167.96875,3,2,"554ec4ef442f415e"
-1023.329834,-2432.561279,-167.96875,-383.55481,-2128.238525,-179.96875,3,2,"554ec4ef442f415e"
-661.124756,-1339.318237,-167.96875,-1268.421387,-1457.625488,-155.449341,2,3,"554ec4ef442f415e"
-859.302185,-2385.115479,-167.96875,-460.844299,-1557.03418,-39.96875,3,2,"554ec4ef442f415e"
-760.673584,-1685.268433,-174.095459,728.395386,-1552.163452,-262.19397,3,2,"554ec4ef442f415e"
332.464264,-1543.194092,-178.197083,-752.061584,-1753.689697,-179.96875,2,3,"554ec4ef442f415e"
423.570435,-880.840698,-164.17981,-802.293945,-339.629761,-167.618652,2,3,"554ec4ef442f415e"
96.921249,-775.997253,-170.75531,-879.229126,-720.177002,-264.326172,2,3,"554ec4ef442f415e"
-898.510254,-204.348999,-167.933472,-9.923645,-762.928955,-193.525513,3,2,"554ec4ef442f415e"
-361.96051,-2282.500977,-167.96875,-1365.356323,-2317.475342,-169.515625,2,3,"554ec4ef442f415e"
-879.9953,-238.024414,-167.589172,-451.679443,-490.468994,-163.920898,3,2,"554ec4ef442f415e"
-1261.026001,-1394.206177,-162.490112,-793.350281,-1384.896973,-167.96875,2,3,"554ec4ef442f415e"
-726.417419,-388.054932,-168.10437,-879.323914,293.713226,-167.811462,2,3,"554ec4ef442f415e"
-807.53125,-914.440308,-167.96875,-762.108154,-918.206543,-167.96875,3,2,"554ec4ef442f415e"
309.648071,-1473.140259,-175.96875,-966.352356,-2523.401855,-167.96875,2,3,"554ec4ef442f415e"
-525.694458,-1466.270142,-55.743896,72.009995,-2281.717773,-39.96875,3,2,"554ec4ef442f415e"
-462.594604,-1569.155396,-39.96875,-511.404053,-1431.757812,-83.35376,2,3,"554ec4ef442f415e"
-825.477112,-2339.125488,-172.58728,-1412.302612,-2313.202148,-170.765625,2,3,"554ec4ef442f415e"
-496.784302,-1313.566772,-159.96875,-1217.46167,-1398.297119,-163.500366,2,3,"554ec4ef442f415e"
-2056.732422,839.559143,-47.784668,-1793.405884,622.373535,-17.609375,3,2,"554ec4ef442f415e"
-2087.927246,790.207275,-43.96875,-1798.285645,741.821899,-47.96875,3,2,"554ec4ef442f415e"
-1468.375,696.760803,-47.96875,-2087.128662,808.145508,-43.96875,2,3,"554ec4ef442f415e"
-1562.207153,791.879883,-47.96875,-1881.482056,-45.035339,-165.71875,2,3,"554ec4ef442f415e"
-788.079651,80.320839,-165.96875,-1797.968628,591.539734,-169.086426,2,3,"554ec4ef442f415e"
-1542.874512,328.429199,-168.180298,-2106.474609,185.430756,-159.96875,2,3,"554ec4ef442f415e"
-1099.759644,702.910095,-79.96875,-1718.622314,699.468628,-47.96875,3,2,"554ec4ef442f415e"
-2025.710938,752.45752,-47.96875,-1924.708252,513.564331,-167.96875,3,2,"554ec4ef442f415e"
-2163.598633,705.776855,-128.635925,-1994.987427,764.732483,-47.96875,2,3,"554ec4ef442f415e"
75.398285,-1419.263062,-175.96875,109.249878,-1418.043823,-175.96875,3,2,"32379617abb31e8"
179.969788,-1611.953857,-169.973206,181.944489,-1643.954468,-167.96875,2,3,"32379617abb31e8"
156.606583,-1571.27478,-174.041138,123.115898,-1592.404419,-171.928162,2,3,"32379617abb31e8"
143.629593,-1430.907837,-175.96875,111.623604,-1445.005859,-175.96875,2,3,"32379617abb31e8"
117.635406,-1436.056763,-175.96875,152.04747,-1436.521729,-175.96875,3,2,"32379617abb31e8"
-11.63324,-1527.324219,-168.405273,-6.876221,-1560.061768,-168.880981,3,2,"32379617abb31e8"
86.427193,-1422.445923,-175.96875,51.920052,-1425.087036,-174.76062,2,3,"32379617abb31e8"
-1741.75647,-1985.564941,-266.977539,-1778.714844,-1971.161377,-263.96875,2,3,"32379617abb31e8"
-1694.435913,-1754.526611,-265.35022,-1709.614014,-1709.433716,-264.306641,2,2,"32379617abb31e8"
358.007721,-2277.185303,-39.96875,16.068249,-2288.032715,-39.96875,2,3,"32379617abb31e8"
117.853836,-1670.321167,-167.96875,-907.729736,-2334.632324,-167.96875,2,3,"32379617abb31e8"
66.575073,-2157.941162,-39.96875,-1139.406616,-2340.325195,-172.361023,2,3,"32379617abb31e8"
-303.376343,-453.334351,-166.002869,-794.980835,-959.146606,-167.96875,3,2,"32379617abb31e8"
-1691.921509,-2063.099854,-263.731079,-1491.470337,-875.261108,-170.32782,2,3,"32379617abb31e8"
-1101.901611,-663.024597,-134.96875,-1263.29895,-1261.651367,-167.96875,3,2,"32379617abb31e8"
201.291946,-465.25647,-166.451416,-1169.282593,-639.899597,-167.96875,3,2,"32379617abb31e8"
-1153.446655,787.518127,-79.96875,-974.547546,552.477173,-79.96875,2,3,"32379617abb31e8"
-999.571106,536.264465,-79.96875,-1136.981567,678.232239,-79.96875,3,2,"32379617abb31e8"
-1914.68335,629.937256,-167.96875,-2090.244629,313.187134,-159.96875,2,3,"32379617abb31e8"
-1876.497192,-629.418701,-167.96875,-2141.194336,829.176514,-123.492371,3,2,"32379617abb31e8"
-76.065552,-1836.350342,-167.96875,-1240.599243,-1347.129395,-167.203735,2,3,"32379617abb31e8"
-1814.480957,792.885986,-47.96875,-1225.624878,696.48114,-79.96875,3,2,"32379617abb31e8"
-1755.286621,823.735229,-47.96875,-937.009949,569.628052,-79.96875,3,2,"32379617abb31e8"
-1470.524048,664.321594,-47.96875,-1531.293457,863.955811,-7.96875,2,3,"32379617abb31e8"
-1584.275513,617.388062,-167.96875,-1795.401489,650.851685,-23.96875,3,2,"32379617abb31e8"
-2049.225342,-563.373962,-167.96875,-1591.517456,795.002197,-47.96875,3,2,"32379617abb31e8"
-2112.735107,802.772278,-43.96875,-1110.532715,637.738281,-79.96875,3,2,"32379617abb31e8"
-2378.621826,581.557983,-126.96875,-1742.803711,810.76825,-47.96875,2,3,"32379617abb31e8"
403.690979,-1528.536133,-213.808777,-519.696716,-1671.987305,-170.921875,2,3,"32379617abb31e8"
-1642.640747,-2079.269531,-260.895142,-1610.517578,-675.082031,-167.96875,3,2,"32379617abb31e8"
-542.534912,-1209.655762,-167.96875,-848.221375,-303.669495,-166.860107,3,2,"32379617abb31e8"
-1478.015625,-2338.830566,-241.55896,-1586.60376,-694.486389,-167.96875,3,2,"32379617abb31e8"
130.800873,-2356.187744,-39.96875,-253.745728,-1725.826904,-167.96875,2,3,"32379617abb31e8"
1125.868408,-1193.234619,-108.96875,697.560242,-1200.062744,-258.897095,2,3,"32379617abb31e8"
704.283386,-1043.410034,-247.901733,1391.75,-1001.418884,-167.96875,3,2,"32379617abb31e8"
-1123.724365,-1324.954956,-167.906616,-1330.577271,-970.971375,-167.96875,3,2,"32379617abb31e8"
-878.43689,-140.237915,-168.005188,-672.698486,-966.237549,-215.96875,3,2,"32379617abb31e8"
-496.310425,-1407.062866,-103.10968,-1248.986084,-1482.44812,-154.361694,2,3,"32379617abb31e8"
-514.260986,-1421.38208,-91.654297,-827.189087,-2318.654785,-173.34491,2,3,"32379617abb31e8"
-849.067017,-788.828186,-221.96875,-834.50769,-119.583191,-168.169922,2,3,"32379617abb31e8"
-425.894836,-430.889893,-166.744324,-687.69519,-821.787109,-254.984375,3,2,"32379617abb31e8"
-426.347534,-1575.27417,-39.96875,-553.904297,-2160.287842,-179.96875,3,2,"32379617abb31e8"
-2281.558594,732.193848,-39.71875,-1469.078613,756.812195,-47.96875,3,2,"32379617abb31e8"
-497.378174,-1583.500122,-39.96875,323.008514,-1600.619629,-175.96875,3,2,"32379617abb31e8"
-2198.049805,676.800781,-101.791443,-1397.148193,783.192139,-68.530334,3,2,"32379617abb31e8"
-1871.952637,839.96875,-3.96875,-1201.040283,711.239929,-79.96875,3,2,"32379617abb31e8"
-1726.895142,775.462585,-47.96875,-1337.07605,773.499573,-79.96875,3,2,"32379617abb31e8"
-741.706543,-11.814026,-143.96875,-836.806274,-788.622986,-221.96875,3,2,"32379617abb31e8"
-1243.666748,-1165.180054,-167.96875,-960.429688,-1510.905518,-167.352112,3,2,"32379617abb31e8"
-1258.991089,-1328.757446,-168.744873,-496.473511,-1418.416748,-94.026611,3,2,"32379617abb31e8"
-669.096985,-834.030884,-263.96875,-1190.258179,-508.211304,-95.96875,2,3,"32379617abb31e8"
127.822525,-1667.696045,-167.96875,-955.36377,-2506.871826,-104.96875,2,3,"32379617abb31e8"
15.437279,-1618.55188,-169.313416,-37.071411,-1929.791382,-167.96875,2,3,"32379617abb31e8"
-465.340942,-1991.399902,-179.96875,-992.059509,-1361.367554,-165.877808,2,3,"32379617abb31e8"
-867.809265,152.51004,-172.889526,-465.340942,-1991.399902,-179.96875,3,2,"32379617abb31e8"
-415.672729,-1570.216309,-39.96875,-723.598389,-2164.327881,-179.96875,3,2,"32379617abb31e8"
-8.068604,-1437.126099,-168.761719,29.226336,-2196.701904,-39.96875,2,3,"32379617abb31e8"
1050.900391,-1895.003662,-71.96875,511.222595,-2305.365234,-39.96875,2,3,"32379617abb31e8"
-99.891541,-1861.113159,-167.96875,-1145.296387,-1422.278931,-164.570618,2,3,"32379617abb31e8"
-2329.55127,792.785461,-80.96875,-1427.886597,680.910706,-47.96875,3,2,"32379617abb31e8"
-1165.271118,568.161743,-79.96875,-202.474243,633.517273,-71.96875,3,2,"32379617abb31e8"
-449.25238,887.182129,-71.96875,-312.182739,421.752167,-79.941284,2,3,"32379617abb31e8"
-539.957581,525.087708,-79.484314,-375.098877,804.32074,-79.96875,3,2,"32379617abb31e8"
-417.353027,417.183868,-107.531128,-1767.396484,821.909607,-47.96875,2,3,"32379617abb31e8"
-918.812012,185.436722,-172.918762,-2154.498535,663.555847,-137.493774,2,3,"32379617abb31e8"
-1960.813721,-398.943726,-167.96875,-1595.135742,-727.918518,-167.96875,2,3,"32379617abb31e8"
1319.743408,-1406.20874,-167.96875,1097.84436,-1429.791138,-167.96875,2,3,"32379617abb31e8"
1330.772095,-1416.86084,-167.96875,934.258423,-1502.980469,-165.975464,2,3,"32379617abb31e8"
361.118408,-2252.941895,-39.96875,1030.650757,-2227.447998,-39.96875,3,2,"32379617abb31e8"
945.608398,-2285.359619,-39.96875,363.664581,-2177.984375,-39.96875,2,3,"32379617abb31e8"
364.065704,-1507.817993,-175.96875,-172.178772,-1616.523193,-167.96875,2,3,"32379617abb31e8"
55.60379,-2087.000977,-39.96875,-348.176147,-2275.292969,-167.96875,2,3,"32379617abb31e8"
-193.92395,-1713.02771,-167.96875,40.720947,-2208.8479,-39.96875,2,3,"32379617abb31e8"
-640.826355,-2249.106689,-179.96875,102.498421,-1456.006836,-175.96875,2,3,"32379617abb31e8"
330.803497,-495.970093,-162.766602,-291.555786,-579.555725,-260.371521,2,3,"32379617abb31e8"
-1162.828857,-553.428162,-167.96875,334.4505,-509.136353,-162.480347,3,2,"32379617abb31e8"
257.098907,-450.449219,-164.55835,-700.040527,-821.314148,-263.96875,2,3,"32379617abb31e8"
-1162.140381,-558.086426,-167.96875,250.561966,-429.505981,-165.261597,3,2,"32379617abb31e8"
467.760834,-263.756165,-159.96875,-1179.588013,-601.940063,-167.96875,2,3,"32379617abb31e8"
-2304.537598,564.890686,-125.96875,-1880.093262,543.810486,-146.359375,3,2,"32379617abb31e8"
-964.847473,-562.585815,-278.187622,-729.831177,-732.087769,-266.224976,2,3,"32379617abb31e8"
-1106.728516,-1523.944458,-159.940918,-1332.16748,-968.304993,-167.96875,2,3,"32379617abb31e8"
638.468018,-1611.088135,-263.96875,-496.028015,-1525.417603,-39.96875,2,3,"32379617abb31e8"
834.50177,-2330.887207,-39.96875,21.259445,-2270.748047,-39.96875,2,3,"32379617abb31e8"
-69.274475,-1860.443481,-167.96875,194.140594,-1462.521851,-175.96875,3,2,"32379617abb31e8"
11.527653,-1451.238159,-170.721375,427.260223,-1618.360229,-225.595154,3,2,"32379617abb31e8"
-877.161377,13.23861,-53.96875,-628.194153,-866.652588,-250.638794,3,2,"32379617abb31e8"
-1269.124878,-1315.119385,-169.845154,-66.835571,-1917.155396,-167.96875,2,3,"32379617abb31e8"
-583.510864,-1128.640625,-167.96875,-691.891052,-1423.21521,-167.96875,3,2,"32379617abb31e8"
-503.321167,-1615.905396,-39.96875,-257.682495,-2181.949219,-170.625671,3,2,"32379617abb31e8"
-665.710083,-1094.668823,-184.630615,-679.75592,-1332.986084,-167.96875,3,2,"32379617abb31e8"
-527.114868,-1203.03833,-167.96875,-898.983887,-1425.665039,-167.96875,3,2,"32379617abb31e8"
-542.253113,-1159.170288,-167.96875,-905.897217,-1438.955933,-167.96875,3,2,"32379617abb31e8"
-1401.967163,-2297.706055,-227.714417,-1691.584717,-824.442505,-165.96875,2,3,"32379617abb31e8"
-1685.075073,-1325.725342,-258.523804,-1409.745361,-1036.608398,-167.96875,2,3,"32379617abb31e8"
-1673.358521,-647.256042,-167.96875,-2333.880615,-537.748352,-167.96875,2,3,"32379617abb31e8"
-1958.548706,703.69342,-47.96875,-1470.337402,715.24353,-47.96875,3,2,"32379617abb31e8"
-2079.776367,-209.902222,-166.832947,-2068.963623,485.212463,-163.270874,2,3,"32379617abb31e8"
-1934.42334,-158.72229,-165.96875,-1638.084106,301.907959,-171.078613,2,3,"32379617abb31e8"
0.0,0.0,0.0,-1882.11145,-646.722656,-115.078125,0,2,"32379617abb31e8"
-765.206726,-125.582336,-163.278381,-1010.882507,-116.41272,-167.96875,2,3,"32379617abb31e8"
-1830.360718,399.113068,-167.96875,-1780.329102,658.958801,-23.96875,3,2,"32379617abb31e8"
-1741.834106,721.09259,-47.96875,-1830.091675,399.060791,-167.96875,2,3,"32379617abb31e8"
-738.983093,55.075195,-143.96875,-1408.148438,242.886536,-167.96875,2,3,"32379617abb31e8"
-2280.440674,-681.679871,-167.96875,-2063.367676,-421.073853,-167.96875,2,3,"32379617abb31e8"
-443.765137,-1578.305298,-39.96875,-842.836243,-2387.181396,-168.908447,2,3,"32379617abb31e8"
-689.120422,-328.455078,-159.96875,226.091248,-373.204956,-166.640137,3,2,"32379617abb31e8"
-535.684265,-1444.367554,-73.26593,136.159729,-2303.204102,-39.96875,3,2,"32379617abb31e8"
-855.346619,294.867249,-167.477478,-832.048523,-788.820068,-221.96875,3,2,"32379617abb31e8"
-1270.459717,-958.654114,-167.96875,-1078.944214,-643.455566,-134.96875,3,2,"32379617abb31e8"
-1131.936523,-549.861572,-167.96875,-882.183716,-573.954407,-263.96875,3,2,"32379617abb31e8"
190.343414,-255.947998,-95.976807,-1216.897583,-755.037537,-128.96875,2,3,"32379617abb31e8"
-1141.771973,-520.398132,-167.96875,-912.968323,-726.589111,-261.946777,3,2,"32379617abb31e8"
-2005.321533,-42.329407,-165.71875,-1990.578979,661.558228,-43.96875,3,2,"32379617abb31e8"
-2005.321533,-42.329407,-165.71875,-2012.672852,768.5578,-47.96875,3,2,"32379617abb31e8"
-2600.408447,501.079407,-167.859863,-1827.963379,474.389526,-167.96875,3,2,"32379617abb31e8"
-2023.904541,-603.783386,-167.96875,-1640.929443,715.730957,-47.96875,3,2,"32379617abb31e8"
-340.971375,-610.371277,-268.519775,-1002.596741,-727.798767,-263.96875,3,2,"32379617abb31e8"
-2387.139893,588.380737,-127.96875,-1741.88916,818.163086,-47.96875,3,2,"32379617abb31e8"
-2387.088623,588.397339,-127.96875,-1867.975464,770.44165,-47.96875,3,2,"32379617abb31e8"
-1497.251221,123.510185,-166.96875,-1636.62207,829.766663,-47.96875,3,2,"32379617abb31e8"
-961.254333,-2517.581055,-167.96875,-111.41626,-2157.251953,-51.78125,3,2,"32379617abb31e8"
261.847839,-1537.446777,-175.96875,-81.68396,-1832.697754,-167.96875,2,3,"32379617abb31e8"
39.730446,-1775.506104,-63.09375,-1082.668701,-2390.165283,-167.96875,2,3,"32379617abb31e8"
