"arme","temps_kill"
ak-47,70.140625
ak-47,73.90625
ak-47,74.953125
ak-47,67.859375
ak-47,74.0625
ak-47,75.3125
ak-47,89.96875
ak-47,19.515625
awp,46.375
m4a1,49.34375
m4a1,67.21875
awp,77.953125
ak-47,79.890625
awp,82.9375
ak-47,12.4375
awp,17.796875
m4a1,28.234375
ak-47,36.671875
ak-47,61.21875
ak-47,72.125
ak-47,95.765625
ak-47,36.734375
m4a1,65.8125
mp9,87.078125
ak-47,87.578125
m4a1,88.484375
m4a1,91.984375
ak-47,92.84375
ak-47,98.515625
ak-47,16.84375
ak-47,19.8125
m4a1,21.640625
ak-47,29.9375
ak-47,16.921875
mp9,23.734375
ak-47,31.90625
m4a1,86.75
ak-47,37.984375
m4a1,45.296875
ak-47,62.265625
m4a1,71.421875
ak-47,75.0625
m4a1,28.25
ak-47,30.609375
ak-47,32.828125
ak-47,33.234375
ak-47,24.1875
mac-10,24.296875
ak-47,25.828125
ak-47,27.375
m4a1,28.578125
m4a1,41.09375
ak-47,62.359375
awp,69.796875
ak-47,64.984375
ak-47,76.734375
ak-47,78.640625
m4a1,95.25
awp,106.59375
ak-47,110.78125
awp,67.484375
ak-47,68.84375
ak-47,69.328125
ak-47,70.4375
ak-47,70.75
m4a1,40.140625
m4a1,91.125
m4a1,92.59375
m4a1,93.328125
ak-47,94.421875
m4a1,102.5625
awp,36.671875
ak-47,50.140625
awp,64.6875
ak-47,71.34375
ak-47,102.078125
ak-47,103.59375
ak-47,80.0
ak-47,90.921875
ak-47,93.625
ak-47,26.953125
ak-47,43.96875
ak-47,47.265625
ak-47,19.53125
awp,51.03125
ak-47,54.265625
ak-47,57.140625
ak-47,60.65625
ak-47,77.84375
ak-47,32.15625
ak-47,39.890625
awp,59.515625
awp,72.34375
ak-47,97.125
ak-47,22.15625
m4a1,45.4375
ak-47,94.03125
ak-47,98.203125
awp,101.46875
ak-47,107.8125
ak-47,18.546875
ak-47,19.578125
ak-47,35.8125
ak-47,32.09375
ak-47,53.375
awp,53.46875
ak-47,61.375
awp,61.5625
awp,114.234375
m4a1,48.453125
ak-47,51.625
m4a1,52.265625
ak-47,61.171875
ak-47,81.75
ak-47,105.796875
ak-47,109.265625
m4a1,15.78125
ak-47,60.46875
m4a1,63.484375
m4a1,66.765625
m4a1,71.671875
ak-47,72.3125
m4a1,73.28125
ak-47,26.859375
ak-47,29.078125
ak-47,32.5625
m4a1,55.78125
m4a1,56.625
m4a1,58.34375
m4a1,58.984375
ak-47,74.671875
ak-47,57.828125
ak-47,58.765625
ak-47,59.109375
ak-47,59.3125
ak-47,59.609375
ak-47,60.296875
awp,69.640625
awp,29.015625
awp,17.453125
m4a1,57.953125
m4a1,60.015625
ak-47,73.875
ak-47,75.1875
awp,84.609375
ak-47,31.09375
m4a1,37.171875
ak-47,83.953125
mac-10,34.15625
m4a1,37.859375
mac-10,37.859375
m4a1,49.015625
ak-47,51.671875
m4a1,54.6875
awp,22.046875
ak-47,79.25
awp,85.265625
awp,86.875
awp,88.84375
ak-47,19.703125
awp,63.546875
ak-47,72.953125
awp,79.453125
m4a1,95.78125
ak-47,96.53125
m4a1,17.265625
m4a1,24.84375
m4a1,26.484375
m4a1,26.875
m4a1,27.546875
ak-47,8.96875
m4a1,12.6875
ak-47,14.734375
m4a1,17.21875
m4a1,26.671875
ak-47,39.984375
ak-47,51.109375
ak-47,27.546875
m4a1,29.046875
ak-47,29.640625
m4a1,31.34375
ak-47,83.265625
m4a1,85.546875
ak-47,90.765625
awp,101.890625
awp,103.96875
awp,106.953125
ak-47,61.203125
ak-47,63.265625
m4a1,64.046875
ak-47,64.28125
ak-47,77.046875
m4a1,53.59375
ak-47,62.4375
ak-47,63.53125
m4a1,67.625
m4a1,68.46875
m4a1,68.84375
ak-47,58.71875
ak-47,66.875
ak-47,67.171875
ak-47,83.796875
ak-47,86.546875
ak-47,114.359375
mp9,41.40625
mp9,47.140625
mp9,48.546875
mp9,56.328125
m4a1,72.640625
m4a1,74.34375
m4a1,95.4375
m4a1,97.078125
m4a1,105.9375
m4a1,109.359375
ak-47,49.78125
awp,83.546875
awp,85.59375
awp,90.90625
awp,93.1875
m4a1,96.015625
awp,12.640625
awp,27.34375
ak-47,76.578125
awp,78.75
ak-47,73.890625
m4a1,75.78125
m4a1,76.578125
awp,82.09375
awp,85.9375
awp,86.0
awp,88.03125
ak-47,28.0
ak-47,29.0
ak-47,49.625
ak-47,53.171875
ak-47,56.671875
m4a1,77.03125
m4a1,79.546875
m4a1,91.765625
ak-47,95.546875
m4a1,96.578125
ak-47,15.109375
ak-47,43.125
awp,43.921875
ak-47,56.125
awp,57.234375
m4a1,74.34375
m4a1,74.9375
m4a1,77.859375
m4a1,87.828125
ak-47,88.53125
ak-47,97.296875
awp,97.4375
m4a1,21.03125
awp,68.1875
m4a1,86.484375
m4a1,86.6875
ak-47,88.859375
m4a1,92.921875
awp,94.875
awp,96.484375
ak-47,100.578125
m4a1,58.078125
m4a1,61.578125
ak-47,89.59375
ak-47,89.671875
ak-47,92.65625
ak-47,100.21875
m4a1,52.4375
ak-47,52.515625
mp9,90.53125
m4a1,107.140625
ak-47,16.1875
ak-47,16.34375
ak-47,18.921875
ak-47,46.46875
ak-47,104.234375
ak-47,107.140625
ak-47,34.453125
m4a1,34.921875
m4a1,36.03125
ak-47,46.140625
m4a1,46.859375
ak-47,13.71875
ak-47,25.53125
ak-47,33.703125
ak-47,69.953125
ak-47,72.484375
ak-47,54.28125
ak-47,78.828125
ak-47,88.515625
m4a1,102.421875
ak-47,31.90625
ak-47,85.203125
ak-47,89.59375
ak-47,92.40625
awp,14.484375
m4a1,17.046875
ak-47,23.765625
ak-47,50.3125
ak-47,69.625
ak-47,69.96875
ak-47,72.53125
ak-47,52.0625
ak-47,52.546875
m4a1,71.234375
ak-47,72.703125
ak-47,72.8125
ak-47,91.21875
ak-47,91.21875
ak-47,99.578125
ak-47,59.296875
m4a1,66.78125
ak-47,72.953125
awp,72.984375
ak-47,83.71875
m4a1,96.265625
m4a1,99.109375
m4a1,25.640625
ak-47,45.46875
ak-47,54.28125
m4a1,54.484375
awp,82.703125
ak-47,85.171875
awp,86.71875
ak-47,27.421875
m4a1,65.109375
ak-47,65.5
ak-47,69.859375
ak-47,78.140625
ak-47,102.34375
ak-47,112.859375
m4a1,25.4375
m4a1,53.109375
m4a1,61.3125
m4a1,61.8125
m4a1,74.109375
ak-47,18.921875
ak-47,34.078125
ak-47,35.296875
ak-47,40.828125
ak-47,41.28125
awp,53.421875
ak-47,54.75
awp,53.859375
awp,66.90625
ak-47,89.671875
awp,90.359375
awp,92.265625
ak-47,95.703125
ak-47,97.84375
awp,97.890625
ak-47,14.71875
m4a1,14.875
m4a1,25.5
ak-47,45.171875
ak-47,60.296875
awp,65.828125
awp,91.921875
m4a1,35.953125
awp,37.171875
ak-47,40.640625
awp,56.390625
m4a1,69.75
m4a1,34.3125
m4a1,36.703125
ak-47,38.765625
ak-47,39.671875
ak-47,40.375
ak-47,42.484375
ak-47,47.546875
ak-47,63.0625
m4a1,79.546875
ak-47,81.640625
ak-47,86.1875
m4a1,67.671875
ak-47,79.28125
ak-47,83.90625
awp,103.078125
m4a1,107.375
awp,107.40625
awp,114.015625
ak-47,47.65625
awp,77.40625
ak-47,77.984375
ak-47,82.21875
ak-47,83.140625
ak-47,94.8125
m4a1,40.71875
m4a1,69.6875
m4a1,83.3125
ak-47,79.578125
m4a1,79.625
mac-10,79.9375
ak-47,83.703125
mac-10,84.109375
ak-47,85.859375
m4a1,67.109375
m4a1,80.265625
ak-47,81.46875
ak-47,96.8125
m4a1,98.828125
m4a1,99.5625
ak-47,84.65625
awp,85.4375
ak-47,87.015625
m4a1,87.796875
ak-47,100.359375
mp9,93.5625
m4a1,102.203125
mp9,110.5625
m4a1,29.8125
ak-47,32.75
m4a1,34.421875
m4a1,40.40625
m4a1,44.53125
m4a1,57.609375
m4a1,111.8125
ak-47,13.21875
ak-47,30.3125
ak-47,32.59375
m4a1,52.140625
ak-47,55.125
ak-47,62.953125
ak-47,68.140625
m4a1,88.640625
m4a1,94.0
ak-47,93.40625
awp,93.5625
ak-47,95.546875
awp,102.3125
awp,106.453125
ak-47,57.03125
m4a1,59.53125
m4a1,18.140625
m4a1,19.703125
m4a1,19.890625
m4a1,21.921875
awp,22.96875
m4a1,42.953125
mp9,49.9375
ak-47,14.859375
ak-47,37.953125
ak-47,39.265625
ak-47,57.40625
ak-47,65.34375
ak-47,44.046875
ak-47,45.3125
ak-47,46.1875
m4a1,5.34375
ak-47,15.375
m4a1,18.71875
ak-47,19.796875
ak-47,25.171875
ak-47,28.78125
ak-47,51.0625
ak-47,13.296875
awp,63.25
mp9,83.21875
ak-47,84.46875
m4a1,84.671875
awp,5.578125
ak-47,21.375
ak-47,24.15625
ak-47,39.921875
awp,58.890625
awp,35.03125
m4a1,37.359375
awp,39.046875
ak-47,42.46875
ak-47,44.28125
m4a1,47.03125
ak-47,48.828125
ak-47,64.03125
mp9,49.0625
ak-47,50.828125
ak-47,54.390625
ak-47,59.78125
m4a1,37.71875
awp,57.875
ak-47,79.21875
ak-47,98.515625
m4a1,102.640625
ak-47,105.3125
awp,109.03125
awp,36.328125
ak-47,77.25
ak-47,81.59375
m4a1,101.59375
ak-47,112.3125
ak-47,112.703125
mp9,81.421875
mp9,85.171875
m4a1,86.0
m4a1,86.96875
m4a1,93.109375
m4a1,41.46875
ak-47,55.6875
mp9,56.96875
ak-47,80.515625
m4a1,82.546875
m4a1,89.625
ak-47,14.53125
m4a1,28.59375
ak-47,32.65625
m4a1,34.4375
ak-47,37.28125
ak-47,53.625
ak-47,59.40625
ak-47,60.28125
m4a1,65.6875
ak-47,66.046875
ak-47,67.375
awp,9.0
ak-47,15.8125
ak-47,16.65625
awp,18.234375
ak-47,18.46875
m4a1,28.921875
ak-47,29.6875
ak-47,58.25
ak-47,50.96875
m4a1,51.609375
awp,53.015625
ak-47,53.15625
ak-47,64.96875
m4a1,14.6875
ak-47,16.265625
ak-47,33.46875
awp,66.8125
ak-47,71.0625
ak-47,85.21875
ak-47,40.4375
ak-47,41.328125
awp,45.015625
awp,50.234375
m4a1,56.84375
awp,52.296875
ak-47,84.828125
ak-47,87.40625
ak-47,96.796875
ak-47,16.359375
ak-47,18.796875
ak-47,74.859375
ak-47,80.203125
awp,83.390625
awp,84.359375
m4a1,17.046875
m4a1,22.34375
m4a1,22.734375
awp,67.921875
awp,81.328125
mac-10,13.9375
mp9,15.578125
ak-47,26.140625
ak-47,30.3125
ak-47,53.9375
ak-47,34.8125
ak-47,35.234375
ak-47,69.65625
ak-47,72.8125
ak-47,90.859375
awp,30.109375
awp,39.90625
ak-47,56.71875
m4a1,56.78125
ak-47,58.9375
m4a1,63.546875
ak-47,67.171875
m4a1,84.234375
ak-47,84.65625
mac-10,12.921875
mac-10,16.515625
mac-10,31.9375
mac-10,21.578125
mac-10,31.265625
awp,34.25
m4a1,40.1875
awp,15.078125
m4a1,64.21875
ak-47,75.296875
m4a1,78.234375
awp,78.546875
ak-47,106.40625
m4a1,109.0
ak-47,109.78125
ak-47,85.484375
ak-47,88.8125
ak-47,11.609375
ak-47,17.078125
awp,18.40625
ak-47,67.8125
ak-47,70.921875
ak-47,15.765625
ak-47,28.75
ak-47,45.84375
m4a1,58.96875
ak-47,68.34375
ak-47,85.21875
ak-47,86.5
ak-47,88.828125
m4a1,89.5625
ak-47,92.90625
m4a1,95.78125
awp,19.265625
ak-47,28.78125
ak-47,49.15625
awp,58.890625
ak-47,78.1875
ak-47,36.390625
ak-47,43.03125
ak-47,57.515625
ak-47,63.5625
ak-47,23.234375
mp9,23.84375
ak-47,27.859375
ak-47,30.359375
ak-47,63.28125
ak-47,69.109375
m4a1,30.765625
mac-10,34.0625
m4a1,36.0
m4a1,25.0625
m4a1,30.53125
m4a1,31.5
m4a1,58.859375
awp,17.375
awp,19.6875
awp,26.546875
ak-47,28.296875
m4a1,29.390625
mp9,87.984375
mac-10,100.171875
mac-10,26.171875
mac-10,27.59375
ak-47,63.796875
m4a1,59.515625
ak-47,64.421875
m4a1,92.78125
awp,93.9375
ak-47,94.96875
ak-47,96.640625
m4a1,43.015625
ak-47,51.359375
mp9,72.96875
ak-47,78.796875
awp,84.28125
ak-47,86.53125
ak-47,97.296875
ak-47,99.375
m4a1,25.984375
awp,27.328125
awp,38.078125
m4a1,40.84375
ak-47,44.140625
ak-47,91.765625
m4a1,96.265625
ak-47,98.109375
ak-47,95.21875
ak-47,106.640625
ak-47,23.640625
ak-47,24.703125
awp,57.015625
ak-47,68.046875
ak-47,100.984375
awp,27.484375
awp,87.140625
ak-47,98.59375
m4a1,103.65625
awp,105.8125
m4a1,108.21875
awp,110.9375
mp9,40.28125
ak-47,42.734375
awp,66.203125
awp,75.71875
ak-47,18.671875
mp9,19.5
mp9,19.5625
ak-47,44.625
ak-47,49.703125
awp,62.09375
awp,18.109375
m4a1,21.09375
ak-47,24.03125
ak-47,25.515625
awp,42.484375
m4a1,63.265625
m4a1,64.078125
mp9,38.59375
mp9,48.828125
mp9,49.765625
mp9,73.109375
mp9,84.28125
m4a1,13.0625
m4a1,84.59375
ak-47,21.09375
mp9,71.6875
m4a1,75.625
ak-47,81.1875
m4a1,87.484375
ak-47,89.4375
ak-47,33.90625
ak-47,43.796875
ak-47,15.5
ak-47,19.859375
awp,54.203125
ak-47,77.84375
awp,80.796875
ak-47,83.84375
ak-47,55.609375
awp,58.703125
ak-47,59.8125
ak-47,9.421875
ak-47,42.40625
ak-47,43.484375
ak-47,43.5
ak-47,60.078125
m4a1,63.046875
m4a1,64.09375
ak-47,65.265625
ak-47,40.09375
mac-10,46.09375
mac-10,89.734375
mac-10,90.25
mac-10,105.15625
m4a1,13.40625
ak-47,24.765625
ak-47,27.203125
ak-47,83.96875
m4a1,84.0625
ak-47,43.609375
m4a1,63.359375
m4a1,85.40625
m4a1,85.703125
ak-47,92.078125
ak-47,93.171875
m4a1,94.125
m4a1,96.296875
awp,11.015625
ak-47,43.328125
ak-47,48.203125
ak-47,49.6875
ak-47,50.40625
ak-47,20.484375
ak-47,43.5
m4a1,56.953125
ak-47,71.078125
m4a1,104.65625
awp,49.4375
m4a1,52.28125
ak-47,69.84375
m4a1,74.640625
awp,36.78125
awp,45.03125
m4a1,46.921875
m4a1,80.8125
m4a1,82.09375
m4a1,100.28125
m4a1,15.796875
ak-47,16.953125
m4a1,19.15625
ak-47,22.875
ak-47,35.875
m4a1,66.765625
ak-47,86.3125
m4a1,14.46875
m4a1,17.953125
m4a1,18.578125
m4a1,52.71875
m4a1,54.015625
mp9,55.515625
mp9,56.484375
mp9,60.5
m4a1,33.796875
m4a1,34.390625
m4a1,41.203125
m4a1,54.921875
m4a1,56.0
mp9,47.703125
mp9,48.765625
ak-47,33.0625
awp,36.890625
m4a1,57.015625
m4a1,61.390625
m4a1,71.703125
m4a1,36.46875
ak-47,66.984375
m4a1,67.265625
m4a1,69.09375
ak-47,69.96875
m4a1,70.421875
ak-47,72.640625
ak-47,18.234375
ak-47,44.828125
m4a1,47.203125
m4a1,48.703125
ak-47,65.515625
ak-47,71.859375
ak-47,78.84375
awp,30.0
ak-47,40.546875
m4a1,40.703125
ak-47,53.03125
awp,72.71875
ak-47,77.578125
ak-47,30.46875
awp,31.25
awp,31.25
ak-47,32.5625
ak-47,33.296875
m4a1,61.75
m4a1,72.421875
ak-47,73.453125
ak-47,76.65625
ak-47,91.765625
m4a1,101.890625
awp,110.796875
m4a1,112.21875
ak-47,68.328125
m4a1,70.0
ak-47,75.171875
ak-47,76.203125
m4a1,92.28125
ak-47,93.8125
m4a1,94.359375
ak-47,95.296875
awp,111.546875
awp,53.390625
m4a1,98.3125
awp,104.765625
m4a1,109.203125
ak-47,110.25
m4a1,113.34375
m4a1,36.0625
mp9,37.015625
m4a1,47.921875
mp9,39.0
m4a1,48.40625
m4a1,51.6875
ak-47,66.40625
m4a1,73.0625
m4a1,96.15625
m4a1,30.375
m4a1,33.9375
m4a1,35.296875
m4a1,40.046875
ak-47,40.40625
ak-47,21.25
ak-47,23.53125
ak-47,25.09375
ak-47,33.6875
ak-47,43.734375
ak-47,58.015625
ak-47,22.0
ak-47,24.734375
ak-47,26.4375
awp,54.125
ak-47,82.625
ak-47,47.8125
ak-47,48.25
ak-47,49.34375
ak-47,49.640625
awp,113.921875
ak-47,57.96875
m4a1,61.34375
ak-47,62.90625
awp,84.859375
awp,89.78125
ak-47,97.71875
awp,10.5625
m4a1,78.671875
ak-47,79.484375
ak-47,96.09375
ak-47,97.875
m4a1,99.65625
awp,106.59375
ak-47,79.609375
ak-47,90.734375
ak-47,39.5625
awp,54.453125
ak-47,66.53125
ak-47,16.390625
ak-47,19.78125
m4a1,20.0
mac-10,20.796875
ak-47,60.890625
m4a1,25.375
m4a1,29.953125
m4a1,35.828125
m4a1,37.671875
mp9,23.453125
mp9,25.140625
ak-47,42.15625
mp9,54.484375
ak-47,66.859375
m4a1,74.265625
awp,99.03125
m4a1,102.578125
m4a1,104.828125
m4a1,17.03125
ak-47,58.875
m4a1,61.734375
m4a1,64.046875
m4a1,85.109375
m4a1,85.8125
awp,85.890625
awp,88.46875
ak-47,91.15625
ak-47,101.921875
mp9,32.921875
mp9,33.75
mp9,34.4375
mp9,39.8125
m4a1,48.546875
ak-47,21.984375
m4a1,24.875
ak-47,27.671875
ak-47,52.375
m4a1,20.640625
ak-47,44.953125
m4a1,69.875
m4a1,70.4375
ak-47,71.375
m4a1,72.5
m4a1,35.734375
m4a1,36.734375
ak-47,41.6875
ak-47,43.40625
ak-47,44.59375
awp,12.890625
ak-47,88.65625
awp,93.578125
awp,98.40625
ak-47,16.28125
awp,75.09375
awp,78.0625
m4a1,24.75
m4a1,25.984375
awp,27.046875
awp,45.640625
ak-47,47.703125
ak-47,56.6875
ak-47,69.03125
m4a1,14.5
m4a1,18.953125
ak-47,21.84375
m4a1,22.390625
m4a1,38.171875
ak-47,44.109375
m4a1,57.3125
m4a1,98.3125
ak-47,106.28125
ak-47,107.640625
awp,112.234375
awp,58.296875
ak-47,63.5625
m4a1,76.296875
m4a1,77.96875
m4a1,80.25
ak-47,47.84375
m4a1,49.8125
awp,52.6875
ak-47,55.234375
ak-47,81.875
ak-47,107.328125
ak-47,40.109375
ak-47,41.9375
mp9,50.9375
mp9,53.15625
ak-47,57.34375
mp9,72.9375
mp9,31.421875
ak-47,42.625
ak-47,72.140625
ak-47,79.046875
ak-47,87.640625
m4a1,11.25
m4a1,11.78125
m4a1,15.984375
m4a1,16.515625
m4a1,17.90625
ak-47,27.125
m4a1,31.96875
ak-47,39.328125
m4a1,70.046875
ak-47,80.765625
m4a1,89.46875
mac-10,21.859375
ak-47,24.546875
m4a1,48.453125
awp,62.140625
awp,83.359375
m4a1,89.734375
ak-47,11.546875
ak-47,18.4375
ak-47,25.875
ak-47,79.25
awp,21.109375
ak-47,31.34375
m4a1,80.625
ak-47,81.140625
ak-47,83.3125
ak-47,106.171875
ak-47,29.375
awp,36.21875
awp,36.21875
ak-47,58.546875
awp,84.28125
m4a1,85.6875
m4a1,87.515625
ak-47,90.71875
awp,90.78125
ak-47,107.203125
ak-47,75.390625
awp,76.234375
awp,16.46875
awp,73.234375
ak-47,80.484375
ak-47,83.1875
ak-47,92.3125
awp,97.375
ak-47,36.4375
ak-47,47.984375
ak-47,55.640625
ak-47,59.359375
ak-47,35.5
ak-47,37.234375
ak-47,38.046875
ak-47,49.75
ak-47,54.40625
awp,41.9375
m4a1,66.171875
m4a1,70.453125
m4a1,71.421875
m4a1,46.921875
awp,47.203125
m4a1,72.921875
ak-47,74.765625
ak-47,76.859375
m4a1,83.359375
m4a1,85.046875
awp,11.578125
m4a1,33.9375
ak-47,46.75
ak-47,71.78125
awp,77.34375
ak-47,79.171875
ak-47,96.796875
mp9,22.203125
ak-47,22.265625
ak-47,30.96875
ak-47,32.828125
awp,32.9375
mp9,50.109375
m4a1,84.40625
ak-47,90.234375
ak-47,95.578125
ak-47,95.625
ak-47,98.40625
m4a1,101.46875
ak-47,101.625
ak-47,22.390625
m4a1,80.703125
m4a1,83.59375
ak-47,86.125
ak-47,95.703125
ak-47,24.1875
mp9,45.140625
mp9,45.5625
ak-47,57.171875
ak-47,54.515625
ak-47,57.65625
ak-47,63.96875
ak-47,66.90625
mp9,105.3125
ak-47,106.78125
awp,27.71875
ak-47,28.46875
ak-47,28.765625
ak-47,54.84375
m4a1,56.4375
awp,64.140625
awp,70.5
awp,19.09375
ak-47,20.40625
ak-47,20.96875
ak-47,23.015625
ak-47,62.65625
ak-47,12.71875
ak-47,14.03125
m4a1,14.359375
ak-47,14.65625
m4a1,15.6875
ak-47,18.078125
ak-47,28.25
ak-47,17.3125
ak-47,44.96875
ak-47,50.5
ak-47,64.171875
ak-47,16.8125
ak-47,49.59375
ak-47,51.84375
ak-47,85.1875
m4a1,87.140625
awp,87.3125
ak-47,15.671875
ak-47,16.375
ak-47,57.984375
awp,88.984375
ak-47,92.5625
mp9,21.125
ak-47,54.078125
ak-47,55.84375
mp9,72.453125
ak-47,78.859375
mp9,81.5625
ak-47,52.5625
m4a1,74.28125
ak-47,11.015625
mp9,19.203125
mp9,20.109375
mp9,22.8125
m4a1,17.984375
ak-47,34.328125
ak-47,47.75
ak-47,56.484375
awp,18.03125
ak-47,22.6875
awp,22.9375
ak-47,27.921875
m4a1,29.328125
ak-47,84.125
ak-47,86.25
ak-47,52.96875
awp,63.171875
awp,63.203125
awp,65.765625
m4a1,66.625
m4a1,13.65625
ak-47,15.515625
awp,15.59375
m4a1,21.46875
ak-47,22.375
m4a1,28.921875
m4a1,33.78125
awp,36.796875
ak-47,13.03125
ak-47,22.5
ak-47,24.890625
awp,27.421875
m4a1,32.953125
awp,33.609375
ak-47,32.578125
ak-47,42.0
awp,93.234375
ak-47,96.609375
ak-47,100.984375
awp,29.5
ak-47,46.984375
m4a1,53.0625
m4a1,56.328125
m4a1,56.90625
ak-47,33.53125
mac-10,50.484375
mp9,67.046875
ak-47,89.484375
m4a1,12.40625
ak-47,17.171875
m4a1,32.78125
ak-47,45.375
ak-47,46.140625
ak-47,52.484375
ak-47,82.9375
ak-47,13.40625
awp,21.234375
m4a1,22.46875
awp,23.453125
m4a1,26.15625
awp,54.21875
ak-47,60.75
ak-47,104.203125
m4a1,30.265625
awp,30.90625
m4a1,31.5625
ak-47,32.984375
m4a1,39.390625
m4a1,56.703125
m4a1,59.09375
ak-47,61.140625
m4a1,61.453125
ak-47,15.890625
ak-47,17.265625
ak-47,24.875
ak-47,28.140625
m4a1,72.609375
ak-47,79.78125
ak-47,87.671875
ak-47,89.078125
m4a1,11.109375
ak-47,18.09375
ak-47,31.765625
m4a1,34.125
awp,69.296875
awp,39.515625
m4a1,47.09375
mp9,60.8125
mp9,64.5
ak-47,39.5625
m4a1,40.75
ak-47,43.015625
awp,46.265625
awp,48.15625
ak-47,48.359375
m4a1,77.40625
ak-47,80.546875
m4a1,81.171875
mac-10,52.171875
mac-10,72.921875
m4a1,12.21875
ak-47,32.234375
ak-47,92.78125
ak-47,95.5
ak-47,98.296875
m4a1,78.84375
mp9,83.984375
ak-47,86.71875
ak-47,87.5
ak-47,91.71875
ak-47,103.59375
ak-47,19.8125
ak-47,22.5625
awp,26.671875
m4a1,27.59375
ak-47,41.296875
mp9,41.859375
ak-47,79.515625
ak-47,14.375
ak-47,16.0625
ak-47,20.984375
ak-47,23.46875
ak-47,39.46875
mp9,48.8125
mac-10,53.015625
ak-47,55.046875
mac-10,59.4375
ak-47,70.578125
mp9,77.09375
ak-47,30.65625
awp,39.875
awp,93.515625
ak-47,94.640625
m4a1,94.921875
m4a1,95.796875
ak-47,18.65625
ak-47,19.640625
ak-47,21.265625
ak-47,52.671875
awp,11.15625
awp,19.4375
ak-47,80.640625
ak-47,81.609375
m4a1,86.703125
ak-47,90.9375
ak-47,91.125
ak-47,99.09375
m4a1,102.078125
m4a1,110.390625
ak-47,112.609375
awp,113.515625
ak-47,16.4375
ak-47,11.125
ak-47,48.953125
ak-47,51.328125
awp,57.640625
awp,96.25
mac-10,12.90625
awp,17.109375
mac-10,44.453125
mac-10,48.75
ak-47,64.75
m4a1,107.203125
m4a1,108.703125
m4a1,109.46875
m4a1,113.046875
m4a1,24.875
m4a1,25.765625
m4a1,26.921875
m4a1,27.3125
m4a1,31.0
ak-47,49.3125
m4a1,51.78125
m4a1,52.171875
mp9,53.4375
ak-47,61.359375
ak-47,78.59375
ak-47,93.03125
ak-47,101.28125
m4a1,61.109375
ak-47,75.75
m4a1,83.328125
m4a1,84.4375
awp,84.9375
m4a1,32.796875
awp,49.078125
ak-47,50.890625
m4a1,52.21875
ak-47,74.5625
m4a1,22.75
ak-47,73.796875
m4a1,77.28125
mp9,13.59375
mp9,14.90625
mac-10,23.15625
ak-47,52.265625
ak-47,52.703125
ak-47,54.671875
mac-10,61.359375
ak-47,19.71875
ak-47,20.546875
ak-47,66.1875
ak-47,68.59375
awp,82.984375
awp,92.046875
ak-47,93.5625
awp,104.84375
m4a1,104.890625
m4a1,57.6875
m4a1,65.9375
ak-47,75.3125
m4a1,77.21875
m4a1,103.4375
awp,25.71875
awp,31.78125
ak-47,41.359375
m4a1,33.890625
ak-47,39.671875
awp,48.5
ak-47,58.265625
ak-47,64.765625
ak-47,68.375
ak-47,80.328125
m4a1,27.578125
ak-47,57.3125
m4a1,83.25
ak-47,86.109375
ak-47,88.171875
awp,97.8125
m4a1,95.046875
m4a1,97.890625
ak-47,102.078125
m4a1,102.828125
ak-47,103.671875
m4a1,103.828125
m4a1,105.875
awp,17.3125
ak-47,33.765625
ak-47,36.671875
ak-47,37.078125
awp,103.0
ak-47,107.609375
awp,111.25
ak-47,34.9375
ak-47,38.359375
mac-10,56.390625
mp9,58.84375
mp9,64.421875
mp9,72.375
mp9,93.40625
mp9,98.265625
ak-47,98.34375
ak-47,25.078125
mp9,25.875
ak-47,27.375
mp9,74.921875
mp9,79.84375
ak-47,81.328125
ak-47,21.859375
ak-47,23.9375
ak-47,76.328125
ak-47,77.421875
ak-47,22.578125
ak-47,56.203125
ak-47,76.453125
ak-47,23.609375
awp,34.84375
ak-47,37.03125
ak-47,46.96875
ak-47,53.375
ak-47,55.09375
ak-47,80.875
ak-47,95.40625
awp,71.5
awp,82.6875
ak-47,49.390625
ak-47,103.390625
ak-47,20.421875
m4a1,20.5625
m4a1,73.96875
ak-47,84.140625
ak-47,88.234375
ak-47,50.703125
ak-47,53.703125
ak-47,65.125
m4a1,68.015625
m4a1,69.15625
awp,69.421875
ak-47,77.171875
ak-47,63.6875
mp9,38.390625
mp9,41.90625
mp9,24.15625
ak-47,34.015625
ak-47,34.3125
awp,40.0
ak-47,63.4375
m4a1,21.40625
ak-47,23.53125
ak-47,25.421875
ak-47,28.703125
awp,23.5625
ak-47,24.953125
ak-47,85.984375
awp,18.140625
ak-47,21.875
ak-47,22.484375
ak-47,31.796875
ak-47,44.046875
awp,57.0
ak-47,62.796875
m4a1,62.84375
m4a1,82.546875
m4a1,83.859375
m4a1,90.765625
awp,40.859375
ak-47,51.03125
ak-47,52.171875
ak-47,55.015625
ak-47,93.90625
ak-47,97.75
ak-47,31.21875
awp,35.046875
ak-47,55.671875
ak-47,58.859375
ak-47,60.25
m4a1,15.71875
awp,44.796875
m4a1,52.109375
ak-47,80.421875
m4a1,80.921875
ak-47,81.078125
m4a1,89.546875
ak-47,91.125
m4a1,93.515625
ak-47,54.265625
ak-47,55.71875
m4a1,48.515625
ak-47,54.3125
ak-47,66.78125
m4a1,81.5625
m4a1,87.921875
m4a1,88.703125
mp9,99.734375
ak-47,101.21875
ak-47,47.046875
ak-47,49.3125
ak-47,50.671875
