"match_checksum","number","winner_side"
"711bcb01189ff22f",12,2
"9ff3df6794bf9a01",1,2
"9ff3df6794bf9a01",2,2
"9ff3df6794bf9a01",3,2
"9ff3df6794bf9a01",4,2
"9ff3df6794bf9a01",5,2
"9ff3df6794bf9a01",6,2
"9ff3df6794bf9a01",7,2
"9ff3df6794bf9a01",8,2
"9ff3df6794bf9a01",9,2
"9ff3df6794bf9a01",10,3
"9ff3df6794bf9a01",11,2
"9ff3df6794bf9a01",12,3
"1d2f17af80a4b42d",1,2
"1d2f17af80a4b42d",2,2
"1d2f17af80a4b42d",3,2
"1d2f17af80a4b42d",4,2
"1d2f17af80a4b42d",5,2
"1d2f17af80a4b42d",6,3
"1d2f17af80a4b42d",7,3
"1d2f17af80a4b42d",8,3
"1d2f17af80a4b42d",9,3
"1d2f17af80a4b42d",10,2
"1d2f17af80a4b42d",11,2
"1d2f17af80a4b42d",12,2
a5cfc99d457e271,1,3
a5cfc99d457e271,2,3
a5cfc99d457e271,3,2
a5cfc99d457e271,4,2
a5cfc99d457e271,5,2
a5cfc99d457e271,6,2
a5cfc99d457e271,7,3
a5cfc99d457e271,8,3
a5cfc99d457e271,9,3
a5cfc99d457e271,10,3
a5cfc99d457e271,11,3
a5cfc99d457e271,12,3
"52104352bb98d527",1,3
"52104352bb98d527",2,3
"52104352bb98d527",3,2
"52104352bb98d527",4,2
"52104352bb98d527",5,2
"52104352bb98d527",6,3
"52104352bb98d527",7,3
"52104352bb98d527",8,3
"52104352bb98d527",9,2
"52104352bb98d527",10,2
"52104352bb98d527",11,2
"52104352bb98d527",12,2
bf84777dac6ba833,1,3
bf84777dac6ba833,2,3
bf84777dac6ba833,3,3
bf84777dac6ba833,4,2
bf84777dac6ba833,5,2
bf84777dac6ba833,6,2
bf84777dac6ba833,7,3
bf84777dac6ba833,8,3
bf84777dac6ba833,9,3
bf84777dac6ba833,10,3
bf84777dac6ba833,11,3
bf84777dac6ba833,12,3
"26b13a9c6ac37a35",1,3
"26b13a9c6ac37a35",2,3
"26b13a9c6ac37a35",3,2
"26b13a9c6ac37a35",4,3
"26b13a9c6ac37a35",5,2
"26b13a9c6ac37a35",6,2
"26b13a9c6ac37a35",7,3
"26b13a9c6ac37a35",8,2
"26b13a9c6ac37a35",9,2
"26b13a9c6ac37a35",10,2
"26b13a9c6ac37a35",11,2
"26b13a9c6ac37a35",12,3
"50a409cd3e4048ee",1,2
"50a409cd3e4048ee",2,3
"50a409cd3e4048ee",3,3
"50a409cd3e4048ee",4,3
"50a409cd3e4048ee",5,2
"50a409cd3e4048ee",6,3
"50a409cd3e4048ee",7,2
"50a409cd3e4048ee",8,2
"50a409cd3e4048ee",9,2
"50a409cd3e4048ee",10,2
"50a409cd3e4048ee",11,2
"50a409cd3e4048ee",12,3
ada217437d56b8a2,1,3
ada217437d56b8a2,2,3
ada217437d56b8a2,3,3
ada217437d56b8a2,4,3
ada217437d56b8a2,5,3
ada217437d56b8a2,6,3
ada217437d56b8a2,7,2
ada217437d56b8a2,8,2
ada217437d56b8a2,9,3
ada217437d56b8a2,10,2
ada217437d56b8a2,11,3
ada217437d56b8a2,12,3
cd9797b5df00787c,1,2
cd9797b5df00787c,2,2
cd9797b5df00787c,3,3
cd9797b5df00787c,4,3
cd9797b5df00787c,5,2
cd9797b5df00787c,6,3
cd9797b5df00787c,7,2
cd9797b5df00787c,8,2
cd9797b5df00787c,9,2
cd9797b5df00787c,10,3
cd9797b5df00787c,11,2
cd9797b5df00787c,12,3
f32f48049ea13968,1,3
f32f48049ea13968,2,3
f32f48049ea13968,3,3
f32f48049ea13968,4,3
f32f48049ea13968,5,2
f32f48049ea13968,6,2
f32f48049ea13968,7,2
f32f48049ea13968,8,2
f32f48049ea13968,9,3
f32f48049ea13968,10,3
f32f48049ea13968,11,3
f32f48049ea13968,12,2
"3a4c3f4cdd7388ce",1,2
"3a4c3f4cdd7388ce",2,2
"3a4c3f4cdd7388ce",3,2
"3a4c3f4cdd7388ce",4,2
"3a4c3f4cdd7388ce",5,3
"3a4c3f4cdd7388ce",6,2
"3a4c3f4cdd7388ce",7,3
"3a4c3f4cdd7388ce",8,2
"3a4c3f4cdd7388ce",9,3
"3a4c3f4cdd7388ce",10,2
"3a4c3f4cdd7388ce",11,2
"3a4c3f4cdd7388ce",12,2
"447c6ebd65d6fd79",1,3
"447c6ebd65d6fd79",2,3
"447c6ebd65d6fd79",3,3
"447c6ebd65d6fd79",4,2
"447c6ebd65d6fd79",5,2
"447c6ebd65d6fd79",6,2
"447c6ebd65d6fd79",7,2
"447c6ebd65d6fd79",8,2
"447c6ebd65d6fd79",9,3
"447c6ebd65d6fd79",10,2
"447c6ebd65d6fd79",11,2
"447c6ebd65d6fd79",12,2
"143534acb45ed245",1,3
"143534acb45ed245",2,3
"143534acb45ed245",3,3
"143534acb45ed245",4,2
"143534acb45ed245",5,3
"143534acb45ed245",6,3
"143534acb45ed245",7,3
"143534acb45ed245",8,3
"143534acb45ed245",9,2
"143534acb45ed245",10,2
"143534acb45ed245",11,2
"143534acb45ed245",12,2
a88599dd16e02133,1,3
a88599dd16e02133,2,3
a88599dd16e02133,3,3
a88599dd16e02133,4,2
a88599dd16e02133,5,2
a88599dd16e02133,6,2
a88599dd16e02133,7,3
a88599dd16e02133,8,3
a88599dd16e02133,9,3
a88599dd16e02133,10,2
a88599dd16e02133,11,2
a88599dd16e02133,12,2
"7b8f423709bdb2a6",1,3
"7b8f423709bdb2a6",2,3
"7b8f423709bdb2a6",3,3
"7b8f423709bdb2a6",4,3
"7b8f423709bdb2a6",5,2
"7b8f423709bdb2a6",6,3
"7b8f423709bdb2a6",7,3
"7b8f423709bdb2a6",8,3
"7b8f423709bdb2a6",9,3
"7b8f423709bdb2a6",10,3
"7b8f423709bdb2a6",11,3
"7b8f423709bdb2a6",12,2
daf3cadd0361be34,1,2
daf3cadd0361be34,2,2
daf3cadd0361be34,3,3
daf3cadd0361be34,4,2
daf3cadd0361be34,5,2
daf3cadd0361be34,6,3
daf3cadd0361be34,7,3
daf3cadd0361be34,8,3
daf3cadd0361be34,9,2
daf3cadd0361be34,10,2
daf3cadd0361be34,11,3
daf3cadd0361be34,12,2
d5d56fbf8156af98,1,3
d5d56fbf8156af98,2,3
d5d56fbf8156af98,3,3
d5d56fbf8156af98,4,3
d5d56fbf8156af98,5,3
d5d56fbf8156af98,6,2
d5d56fbf8156af98,7,3
d5d56fbf8156af98,8,2
d5d56fbf8156af98,9,3
d5d56fbf8156af98,10,2
d5d56fbf8156af98,11,2
d5d56fbf8156af98,12,3
f930cbc2345c0f13,1,3
f930cbc2345c0f13,2,3
f930cbc2345c0f13,3,3
f930cbc2345c0f13,4,3
f930cbc2345c0f13,5,2
f930cbc2345c0f13,6,2
f930cbc2345c0f13,7,2
f930cbc2345c0f13,8,3
f930cbc2345c0f13,9,3
f930cbc2345c0f13,10,2
f930cbc2345c0f13,11,2
f930cbc2345c0f13,12,2
"7add16800eed57cf",1,3
"7add16800eed57cf",2,3
"7add16800eed57cf",3,3
"7add16800eed57cf",4,3
"7add16800eed57cf",5,2
"7add16800eed57cf",6,2
"7add16800eed57cf",7,2
"7add16800eed57cf",8,3
"7add16800eed57cf",9,3
"7add16800eed57cf",10,2
"7add16800eed57cf",11,2
"7add16800eed57cf",12,2
"3e85bd95d3274620",1,3
"3e85bd95d3274620",2,3
"3e85bd95d3274620",3,3
"3e85bd95d3274620",4,2
"3e85bd95d3274620",5,2
"3e85bd95d3274620",6,2
"3e85bd95d3274620",7,3
"3e85bd95d3274620",8,3
"3e85bd95d3274620",9,2
"3e85bd95d3274620",10,2
"3e85bd95d3274620",11,2
"3e85bd95d3274620",12,2
afc98ee350d6d138,1,2
afc98ee350d6d138,2,2
afc98ee350d6d138,3,2
afc98ee350d6d138,4,3
afc98ee350d6d138,5,3
afc98ee350d6d138,6,3
afc98ee350d6d138,7,3
afc98ee350d6d138,8,3
afc98ee350d6d138,9,2
afc98ee350d6d138,10,3
afc98ee350d6d138,11,2
afc98ee350d6d138,12,3
c213688551f2be48,1,2
c213688551f2be48,2,3
c213688551f2be48,3,2
c213688551f2be48,4,3
c213688551f2be48,5,3
c213688551f2be48,6,3
c213688551f2be48,7,3
c213688551f2be48,8,2
c213688551f2be48,9,2
c213688551f2be48,10,2
c213688551f2be48,11,2
c213688551f2be48,12,2
efd578ffadcb2e1a,1,3
efd578ffadcb2e1a,2,3
efd578ffadcb2e1a,3,3
efd578ffadcb2e1a,4,3
efd578ffadcb2e1a,5,2
efd578ffadcb2e1a,6,2
efd578ffadcb2e1a,7,2
efd578ffadcb2e1a,8,2
efd578ffadcb2e1a,9,2
efd578ffadcb2e1a,10,3
efd578ffadcb2e1a,11,3
efd578ffadcb2e1a,12,2
cacc8f06374f42f2,1,3
cacc8f06374f42f2,2,3
cacc8f06374f42f2,3,2
cacc8f06374f42f2,4,2
cacc8f06374f42f2,5,2
cacc8f06374f42f2,6,2
cacc8f06374f42f2,7,2
cacc8f06374f42f2,8,2
cacc8f06374f42f2,9,2
cacc8f06374f42f2,10,2
cacc8f06374f42f2,11,2
cacc8f06374f42f2,12,2
d6906a29083bb4b1,1,3
d6906a29083bb4b1,2,3
d6906a29083bb4b1,3,3
d6906a29083bb4b1,4,2
d6906a29083bb4b1,5,3
d6906a29083bb4b1,6,2
d6906a29083bb4b1,7,2
d6906a29083bb4b1,8,2
d6906a29083bb4b1,9,3
d6906a29083bb4b1,10,3
d6906a29083bb4b1,11,3
d6906a29083bb4b1,12,2
"8ec72538e5116546",1,2
"8ec72538e5116546",2,3
"8ec72538e5116546",3,3
"8ec72538e5116546",4,3
"8ec72538e5116546",5,3
"8ec72538e5116546",6,3
"8ec72538e5116546",7,3
"8ec72538e5116546",8,3
"8ec72538e5116546",9,2
"8ec72538e5116546",10,2
"8ec72538e5116546",11,3
"8ec72538e5116546",12,2
"4939860d31f7f1d",1,2
"4939860d31f7f1d",2,2
"4939860d31f7f1d",3,3
"4939860d31f7f1d",4,3
"4939860d31f7f1d",5,3
"4939860d31f7f1d",6,3
"4939860d31f7f1d",7,3
"4939860d31f7f1d",8,2
"4939860d31f7f1d",9,2
"4939860d31f7f1d",10,3
"4939860d31f7f1d",11,3
"4939860d31f7f1d",12,2
a4a0808a07a6cad8,1,2
a4a0808a07a6cad8,2,3
a4a0808a07a6cad8,3,2
a4a0808a07a6cad8,4,2
a4a0808a07a6cad8,5,2
a4a0808a07a6cad8,6,2
a4a0808a07a6cad8,7,2
a4a0808a07a6cad8,8,2
a4a0808a07a6cad8,9,3
a4a0808a07a6cad8,10,2
a4a0808a07a6cad8,11,3
a4a0808a07a6cad8,12,3
"86a83a8d5955abb8",1,2
"86a83a8d5955abb8",2,2
"86a83a8d5955abb8",3,2
"86a83a8d5955abb8",4,2
"86a83a8d5955abb8",5,2
"86a83a8d5955abb8",6,2
"86a83a8d5955abb8",7,3
"86a83a8d5955abb8",8,2
"86a83a8d5955abb8",9,2
"86a83a8d5955abb8",10,2
"86a83a8d5955abb8",11,2
"86a83a8d5955abb8",12,2
"90c3cf594f42489b",1,3
"90c3cf594f42489b",2,3
"90c3cf594f42489b",3,3
"90c3cf594f42489b",4,3
"90c3cf594f42489b",5,2
"90c3cf594f42489b",6,3
"90c3cf594f42489b",7,3
"90c3cf594f42489b",8,3
"90c3cf594f42489b",9,3
"90c3cf594f42489b",10,3
"90c3cf594f42489b",11,3
"90c3cf594f42489b",12,2
"67cf0c69da510ff",1,2
"67cf0c69da510ff",2,2
"67cf0c69da510ff",3,2
"67cf0c69da510ff",4,3
"67cf0c69da510ff",5,3
"67cf0c69da510ff",6,3
"67cf0c69da510ff",7,2
"67cf0c69da510ff",8,2
"67cf0c69da510ff",9,2
"67cf0c69da510ff",10,3
"67cf0c69da510ff",11,2
"67cf0c69da510ff",12,2
"6c843bb3d7193e3c",1,3
"6c843bb3d7193e3c",2,3
"6c843bb3d7193e3c",3,3
"6c843bb3d7193e3c",4,2
"6c843bb3d7193e3c",5,2
"6c843bb3d7193e3c",6,3
"6c843bb3d7193e3c",7,2
"6c843bb3d7193e3c",8,3
"6c843bb3d7193e3c",9,2
"6c843bb3d7193e3c",10,2
"6c843bb3d7193e3c",11,2
"6c843bb3d7193e3c",12,2
"84946250d1f4aafd",1,2
"84946250d1f4aafd",2,3
"84946250d1f4aafd",3,2
"84946250d1f4aafd",4,2
"84946250d1f4aafd",5,2
"84946250d1f4aafd",6,3
"84946250d1f4aafd",7,2
"84946250d1f4aafd",8,2
"84946250d1f4aafd",9,2
"84946250d1f4aafd",10,3
"84946250d1f4aafd",11,3
"84946250d1f4aafd",12,3
"4cf0f3e9bd06aa50",1,2
"4cf0f3e9bd06aa50",2,3
"4cf0f3e9bd06aa50",3,3
"4cf0f3e9bd06aa50",4,3
"4cf0f3e9bd06aa50",5,2
"4cf0f3e9bd06aa50",6,3
"4cf0f3e9bd06aa50",7,2
"4cf0f3e9bd06aa50",8,3
"4cf0f3e9bd06aa50",9,2
"4cf0f3e9bd06aa50",10,2
"4cf0f3e9bd06aa50",11,3
"4cf0f3e9bd06aa50",12,2
b88d5d10f2013266,1,2
b88d5d10f2013266,2,2
b88d5d10f2013266,3,2
b88d5d10f2013266,4,2
b88d5d10f2013266,5,2
b88d5d10f2013266,6,3
b88d5d10f2013266,7,3
b88d5d10f2013266,8,2
b88d5d10f2013266,9,3
b88d5d10f2013266,10,3
b88d5d10f2013266,11,3
b88d5d10f2013266,12,3
"631872f398737859",1,3
"631872f398737859",2,3
"631872f398737859",3,3
"631872f398737859",4,3
"631872f398737859",5,3
"631872f398737859",6,2
"631872f398737859",7,3
"631872f398737859",8,2
"631872f398737859",9,2
"631872f398737859",10,2
"631872f398737859",11,2
"631872f398737859",12,2
"6edb9243025aa23a",1,2
"6edb9243025aa23a",2,2
"6edb9243025aa23a",3,2
"6edb9243025aa23a",4,2
"6edb9243025aa23a",5,2
"6edb9243025aa23a",6,2
"6edb9243025aa23a",7,3
"6edb9243025aa23a",8,3
"6edb9243025aa23a",9,2
"6edb9243025aa23a",10,2
"6edb9243025aa23a",11,2
"6edb9243025aa23a",12,2
a5c320ca83b08d5,1,2
a5c320ca83b08d5,2,2
a5c320ca83b08d5,3,3
a5c320ca83b08d5,4,2
a5c320ca83b08d5,5,3
a5c320ca83b08d5,6,3
a5c320ca83b08d5,7,3
a5c320ca83b08d5,8,3
a5c320ca83b08d5,9,3
a5c320ca83b08d5,10,3
a5c320ca83b08d5,11,2
a5c320ca83b08d5,12,2
fee7f538eadc8986,1,2
fee7f538eadc8986,2,2
fee7f538eadc8986,3,3
fee7f538eadc8986,4,2
fee7f538eadc8986,5,2
fee7f538eadc8986,6,3
fee7f538eadc8986,7,2
fee7f538eadc8986,8,2
fee7f538eadc8986,9,2
fee7f538eadc8986,10,2
fee7f538eadc8986,11,3
fee7f538eadc8986,12,3
"5cd3dc87042dc5fa",1,3
"5cd3dc87042dc5fa",2,3
"5cd3dc87042dc5fa",3,3
"5cd3dc87042dc5fa",4,3
"5cd3dc87042dc5fa",5,2
"5cd3dc87042dc5fa",6,2
"5cd3dc87042dc5fa",7,2
"5cd3dc87042dc5fa",8,2
"5cd3dc87042dc5fa",9,2
"5cd3dc87042dc5fa",10,3
"5cd3dc87042dc5fa",11,3
"5cd3dc87042dc5fa",12,3
"4e26230aa2be6919",1,2
"4e26230aa2be6919",2,2
"4e26230aa2be6919",3,2
"4e26230aa2be6919",4,3
"4e26230aa2be6919",5,2
"4e26230aa2be6919",6,2
"4e26230aa2be6919",7,3
"4e26230aa2be6919",8,3
"4e26230aa2be6919",9,3
"4e26230aa2be6919",10,3
"4e26230aa2be6919",11,2
"4e26230aa2be6919",12,3
af3251a6ae94e0c,1,2
af3251a6ae94e0c,2,2
af3251a6ae94e0c,3,2
af3251a6ae94e0c,4,2
af3251a6ae94e0c,5,2
af3251a6ae94e0c,6,3
af3251a6ae94e0c,7,3
af3251a6ae94e0c,8,2
af3251a6ae94e0c,9,3
af3251a6ae94e0c,10,3
af3251a6ae94e0c,11,3
af3251a6ae94e0c,12,3
e35174bc8b5c3b9,1,2
e35174bc8b5c3b9,2,2
e35174bc8b5c3b9,3,2
e35174bc8b5c3b9,4,3
e35174bc8b5c3b9,5,2
e35174bc8b5c3b9,6,3
e35174bc8b5c3b9,7,2
e35174bc8b5c3b9,8,3
e35174bc8b5c3b9,9,3
e35174bc8b5c3b9,10,3
e35174bc8b5c3b9,11,3
e35174bc8b5c3b9,12,3
d77c622e68fdc2ca,1,2
d77c622e68fdc2ca,2,3
d77c622e68fdc2ca,3,3
d77c622e68fdc2ca,4,3
d77c622e68fdc2ca,5,2
d77c622e68fdc2ca,6,3
d77c622e68fdc2ca,7,3
d77c622e68fdc2ca,8,3
d77c622e68fdc2ca,9,3
d77c622e68fdc2ca,10,2
d77c622e68fdc2ca,11,2
d77c622e68fdc2ca,12,2
af5c94a9b9b4b6ef,1,3
af5c94a9b9b4b6ef,2,3
af5c94a9b9b4b6ef,3,3
af5c94a9b9b4b6ef,4,3
af5c94a9b9b4b6ef,5,3
af5c94a9b9b4b6ef,6,3
af5c94a9b9b4b6ef,7,2
af5c94a9b9b4b6ef,8,3
af5c94a9b9b4b6ef,9,3
af5c94a9b9b4b6ef,10,3
af5c94a9b9b4b6ef,11,3
af5c94a9b9b4b6ef,12,3
d56cfd1ffa790539,1,3
d56cfd1ffa790539,2,3
d56cfd1ffa790539,3,3
d56cfd1ffa790539,4,3
d56cfd1ffa790539,5,3
d56cfd1ffa790539,6,3
d56cfd1ffa790539,7,2
d56cfd1ffa790539,8,3
d56cfd1ffa790539,9,2
d56cfd1ffa790539,10,2
d56cfd1ffa790539,11,2
d56cfd1ffa790539,12,2
adc3c3f727baba0d,1,3
adc3c3f727baba0d,2,2
adc3c3f727baba0d,3,2
adc3c3f727baba0d,4,2
adc3c3f727baba0d,5,3
adc3c3f727baba0d,6,2
adc3c3f727baba0d,7,2
adc3c3f727baba0d,8,2
adc3c3f727baba0d,9,3
adc3c3f727baba0d,10,3
adc3c3f727baba0d,11,3
adc3c3f727baba0d,12,3
"25c412f5d33e483",1,2
"25c412f5d33e483",2,2
"25c412f5d33e483",3,3
"25c412f5d33e483",4,3
"25c412f5d33e483",5,3
"25c412f5d33e483",6,3
"25c412f5d33e483",7,2
"25c412f5d33e483",8,2
"25c412f5d33e483",9,3
"25c412f5d33e483",10,3
"25c412f5d33e483",11,2
"25c412f5d33e483",12,2
"755ebe8645dc1b2d",1,2
"755ebe8645dc1b2d",2,2
"755ebe8645dc1b2d",3,2
"755ebe8645dc1b2d",4,2
"755ebe8645dc1b2d",5,3
"755ebe8645dc1b2d",6,3
"755ebe8645dc1b2d",7,3
"755ebe8645dc1b2d",8,2
"755ebe8645dc1b2d",9,2
"755ebe8645dc1b2d",10,2
"755ebe8645dc1b2d",11,2
"755ebe8645dc1b2d",12,3
bb33593cba9764fb,1,3
bb33593cba9764fb,2,3
bb33593cba9764fb,3,2
bb33593cba9764fb,4,3
bb33593cba9764fb,5,3
bb33593cba9764fb,6,2
bb33593cba9764fb,7,3
bb33593cba9764fb,8,3
bb33593cba9764fb,9,3
bb33593cba9764fb,10,3
bb33593cba9764fb,11,3
bb33593cba9764fb,12,3
"6394adb370a024c4",1,3
"6394adb370a024c4",2,3
"6394adb370a024c4",3,3
"6394adb370a024c4",4,3
"6394adb370a024c4",5,2
"6394adb370a024c4",6,2
"6394adb370a024c4",7,3
"6394adb370a024c4",8,2
"6394adb370a024c4",9,2
"6394adb370a024c4",10,2
"6394adb370a024c4",11,3
"6394adb370a024c4",12,3
"1fe4a7ae89f9e505",1,2
"1fe4a7ae89f9e505",2,2
"1fe4a7ae89f9e505",3,3
"1fe4a7ae89f9e505",4,3
"1fe4a7ae89f9e505",5,3
"1fe4a7ae89f9e505",6,2
"1fe4a7ae89f9e505",7,2
"1fe4a7ae89f9e505",8,2
"1fe4a7ae89f9e505",9,2
"1fe4a7ae89f9e505",10,2
"1fe4a7ae89f9e505",11,3
"1fe4a7ae89f9e505",12,2
b3764366fb185cc0,1,2
b3764366fb185cc0,2,2
b3764366fb185cc0,3,2
b3764366fb185cc0,4,2
b3764366fb185cc0,5,3
b3764366fb185cc0,6,2
b3764366fb185cc0,7,2
b3764366fb185cc0,8,3
b3764366fb185cc0,9,2
b3764366fb185cc0,10,2
b3764366fb185cc0,11,2
b3764366fb185cc0,12,3
"94d81caf12815656",1,3
"94d81caf12815656",2,3
"94d81caf12815656",3,2
"94d81caf12815656",4,2
"94d81caf12815656",5,3
"94d81caf12815656",6,2
"94d81caf12815656",7,2
"94d81caf12815656",8,2
"94d81caf12815656",9,3
"94d81caf12815656",10,2
"94d81caf12815656",11,2
"94d81caf12815656",12,2
dc1a3ea81c1f9b20,1,2
dc1a3ea81c1f9b20,2,2
dc1a3ea81c1f9b20,3,3
dc1a3ea81c1f9b20,4,3
dc1a3ea81c1f9b20,5,3
dc1a3ea81c1f9b20,6,2
dc1a3ea81c1f9b20,7,2
dc1a3ea81c1f9b20,8,3
dc1a3ea81c1f9b20,9,3
dc1a3ea81c1f9b20,10,3
dc1a3ea81c1f9b20,11,2
dc1a3ea81c1f9b20,12,2
"9b97719b66595b86",1,2
"9b97719b66595b86",2,2
"9b97719b66595b86",3,2
"9b97719b66595b86",4,2
"9b97719b66595b86",5,2
"9b97719b66595b86",6,2
"9b97719b66595b86",7,3
"9b97719b66595b86",8,2
"9b97719b66595b86",9,2
"9b97719b66595b86",10,2
"9b97719b66595b86",11,2
"9b97719b66595b86",12,2
"9fedeb7256b9e6ea",1,2
"9fedeb7256b9e6ea",2,2
"9fedeb7256b9e6ea",3,2
"9fedeb7256b9e6ea",4,3
"9fedeb7256b9e6ea",5,3
"9fedeb7256b9e6ea",6,3
"9fedeb7256b9e6ea",7,2
"9fedeb7256b9e6ea",8,2
"9fedeb7256b9e6ea",9,3
"9fedeb7256b9e6ea",10,2
"9fedeb7256b9e6ea",11,2
"9fedeb7256b9e6ea",12,2
"11a93513ed49b67e",1,3
"11a93513ed49b67e",2,3
"11a93513ed49b67e",3,2
"11a93513ed49b67e",4,3
"11a93513ed49b67e",5,3
"11a93513ed49b67e",6,2
"11a93513ed49b67e",7,2
"11a93513ed49b67e",8,2
"11a93513ed49b67e",9,2
"11a93513ed49b67e",10,2
"11a93513ed49b67e",11,3
"11a93513ed49b67e",12,2
"62fb056c88c365e6",1,3
"62fb056c88c365e6",2,3
"62fb056c88c365e6",3,3
"62fb056c88c365e6",4,3
"62fb056c88c365e6",5,3
"62fb056c88c365e6",6,2
"62fb056c88c365e6",7,2
"62fb056c88c365e6",8,3
"62fb056c88c365e6",9,3
"62fb056c88c365e6",10,3
"62fb056c88c365e6",11,3
"62fb056c88c365e6",12,3
ba78f6ee72c75fa7,1,2
ba78f6ee72c75fa7,2,2
ba78f6ee72c75fa7,3,2
ba78f6ee72c75fa7,4,3
ba78f6ee72c75fa7,5,2
ba78f6ee72c75fa7,6,2
ba78f6ee72c75fa7,7,3
ba78f6ee72c75fa7,8,3
ba78f6ee72c75fa7,9,3
ba78f6ee72c75fa7,10,3
ba78f6ee72c75fa7,11,2
ba78f6ee72c75fa7,12,2
"5b5534fa0e89a1cc",1,3
"5b5534fa0e89a1cc",2,3
"5b5534fa0e89a1cc",3,3
"5b5534fa0e89a1cc",4,2
"5b5534fa0e89a1cc",5,2
"5b5534fa0e89a1cc",6,2
"5b5534fa0e89a1cc",7,3
"5b5534fa0e89a1cc",8,3
"5b5534fa0e89a1cc",9,3
"5b5534fa0e89a1cc",10,2
"5b5534fa0e89a1cc",11,2
"5b5534fa0e89a1cc",12,2
b9749b08d65b8d27,1,3
b9749b08d65b8d27,2,3
b9749b08d65b8d27,3,3
b9749b08d65b8d27,4,3
b9749b08d65b8d27,5,2
b9749b08d65b8d27,6,2
b9749b08d65b8d27,7,2
b9749b08d65b8d27,8,3
b9749b08d65b8d27,9,2
b9749b08d65b8d27,10,2
b9749b08d65b8d27,11,3
b9749b08d65b8d27,12,2
"28d151d5f23d4b84",1,3
"28d151d5f23d4b84",2,2
"28d151d5f23d4b84",3,3
"28d151d5f23d4b84",4,3
"28d151d5f23d4b84",5,3
"28d151d5f23d4b84",6,3
"28d151d5f23d4b84",7,3
"28d151d5f23d4b84",8,3
"28d151d5f23d4b84",9,2
"28d151d5f23d4b84",10,2
"28d151d5f23d4b84",11,3
"28d151d5f23d4b84",12,3
"7c4fd7f0f8f6aae5",1,2
"7c4fd7f0f8f6aae5",2,2
"7c4fd7f0f8f6aae5",3,2
"7c4fd7f0f8f6aae5",4,3
"7c4fd7f0f8f6aae5",5,2
"7c4fd7f0f8f6aae5",6,2
"7c4fd7f0f8f6aae5",7,2
"7c4fd7f0f8f6aae5",8,2
"7c4fd7f0f8f6aae5",9,3
"7c4fd7f0f8f6aae5",10,2
"7c4fd7f0f8f6aae5",11,3
"7c4fd7f0f8f6aae5",12,3
df0b525227844b7c,1,3
df0b525227844b7c,3,2
df0b525227844b7c,4,2
df0b525227844b7c,5,3
df0b525227844b7c,6,3
df0b525227844b7c,7,3
df0b525227844b7c,8,2
df0b525227844b7c,9,2
df0b525227844b7c,10,2
df0b525227844b7c,11,2
df0b525227844b7c,12,2
ce921e308da85cc9,1,3
ce921e308da85cc9,2,2
ce921e308da85cc9,3,2
ce921e308da85cc9,4,2
ce921e308da85cc9,5,3
ce921e308da85cc9,6,2
ce921e308da85cc9,7,2
ce921e308da85cc9,8,2
ce921e308da85cc9,9,3
ce921e308da85cc9,10,3
ce921e308da85cc9,11,2
ce921e308da85cc9,12,2
"319b8a24f3d5e3bc",1,2
"319b8a24f3d5e3bc",2,2
"319b8a24f3d5e3bc",3,2
"319b8a24f3d5e3bc",4,3
"319b8a24f3d5e3bc",5,3
"319b8a24f3d5e3bc",6,3
"319b8a24f3d5e3bc",7,3
"319b8a24f3d5e3bc",8,3
"319b8a24f3d5e3bc",9,3
"319b8a24f3d5e3bc",10,3
"319b8a24f3d5e3bc",11,3
"319b8a24f3d5e3bc",12,3
"49dd6581ae61cb27",1,3
"49dd6581ae61cb27",2,2
"49dd6581ae61cb27",3,2
"49dd6581ae61cb27",4,2
"49dd6581ae61cb27",5,2
"49dd6581ae61cb27",6,2
"49dd6581ae61cb27",7,2
"49dd6581ae61cb27",8,2
"49dd6581ae61cb27",9,3
"49dd6581ae61cb27",10,3
"49dd6581ae61cb27",11,2
"49dd6581ae61cb27",12,2
"32ee618f640f3c34",1,2
"32ee618f640f3c34",2,2
"32ee618f640f3c34",3,2
"32ee618f640f3c34",4,2
"32ee618f640f3c34",5,3
"32ee618f640f3c34",6,3
"32ee618f640f3c34",7,2
"32ee618f640f3c34",8,2
"32ee618f640f3c34",9,2
"32ee618f640f3c34",10,3
"32ee618f640f3c34",11,3
"32ee618f640f3c34",12,2
"60ccb24c67247cda",1,3
"60ccb24c67247cda",2,3
"60ccb24c67247cda",3,2
"60ccb24c67247cda",4,3
"60ccb24c67247cda",5,2
"60ccb24c67247cda",6,2
"60ccb24c67247cda",7,2
"60ccb24c67247cda",8,2
"60ccb24c67247cda",9,2
"60ccb24c67247cda",10,2
"60ccb24c67247cda",11,2
"60ccb24c67247cda",12,3
"2ad829638666b8d4",1,3
"2ad829638666b8d4",2,3
"2ad829638666b8d4",3,3
"2ad829638666b8d4",4,3
"2ad829638666b8d4",5,2
"2ad829638666b8d4",6,3
"2ad829638666b8d4",7,3
"2ad829638666b8d4",8,3
"2ad829638666b8d4",9,2
"2ad829638666b8d4",10,3
"2ad829638666b8d4",11,2
"2ad829638666b8d4",12,2
d58e215792dc7839,1,3
d58e215792dc7839,2,3
d58e215792dc7839,3,3
d58e215792dc7839,4,3
d58e215792dc7839,5,3
