"match_checksum","number","winner_side"
b2e61c050ce18062,12,3
d17b8c7eeb394f7e,1,2
d17b8c7eeb394f7e,2,2
d17b8c7eeb394f7e,3,2
d17b8c7eeb394f7e,4,3
d17b8c7eeb394f7e,5,2
d17b8c7eeb394f7e,6,3
d17b8c7eeb394f7e,7,2
d17b8c7eeb394f7e,8,3
d17b8c7eeb394f7e,9,2
d17b8c7eeb394f7e,10,2
d17b8c7eeb394f7e,11,2
d17b8c7eeb394f7e,12,3
"6d4048adecfe5ab1",1,2
"6d4048adecfe5ab1",2,2
"6d4048adecfe5ab1",3,2
"6d4048adecfe5ab1",4,3
"6d4048adecfe5ab1",5,3
"6d4048adecfe5ab1",6,3
"6d4048adecfe5ab1",7,2
"6d4048adecfe5ab1",8,2
"6d4048adecfe5ab1",9,2
"6d4048adecfe5ab1",10,3
"6d4048adecfe5ab1",11,2
"6d4048adecfe5ab1",12,2
"88d974c6d6b8fac3",1,2
"88d974c6d6b8fac3",2,2
"88d974c6d6b8fac3",3,3
"88d974c6d6b8fac3",4,3
"88d974c6d6b8fac3",5,3
"88d974c6d6b8fac3",6,3
"88d974c6d6b8fac3",7,3
"88d974c6d6b8fac3",8,3
"88d974c6d6b8fac3",9,2
"88d974c6d6b8fac3",10,2
"88d974c6d6b8fac3",11,3
"88d974c6d6b8fac3",12,3
"2349ddf563beffcc",1,3
"2349ddf563beffcc",2,2
"2349ddf563beffcc",3,3
"2349ddf563beffcc",4,3
"2349ddf563beffcc",5,2
"2349ddf563beffcc",6,3
"2349ddf563beffcc",7,3
"2349ddf563beffcc",8,2
"2349ddf563beffcc",9,2
"2349ddf563beffcc",10,3
"2349ddf563beffcc",11,3
"2349ddf563beffcc",12,3
"69cae9aa07ad85b0",1,3
"69cae9aa07ad85b0",2,3
"69cae9aa07ad85b0",3,3
"69cae9aa07ad85b0",4,3
"69cae9aa07ad85b0",5,2
"69cae9aa07ad85b0",6,2
"69cae9aa07ad85b0",7,2
"69cae9aa07ad85b0",8,2
"69cae9aa07ad85b0",9,3
"69cae9aa07ad85b0",10,2
"69cae9aa07ad85b0",11,2
"69cae9aa07ad85b0",12,3
b74cf1a70c12878a,1,3
b74cf1a70c12878a,2,2
b74cf1a70c12878a,3,2
b74cf1a70c12878a,4,2
b74cf1a70c12878a,5,3
b74cf1a70c12878a,6,3
b74cf1a70c12878a,7,2
b74cf1a70c12878a,8,3
b74cf1a70c12878a,9,2
b74cf1a70c12878a,10,2
b74cf1a70c12878a,11,2
b74cf1a70c12878a,12,3
e83d3bbfedc9df7a,1,3
e83d3bbfedc9df7a,2,2
e83d3bbfedc9df7a,3,2
e83d3bbfedc9df7a,4,2
e83d3bbfedc9df7a,5,2
e83d3bbfedc9df7a,6,3
e83d3bbfedc9df7a,7,2
e83d3bbfedc9df7a,8,2
e83d3bbfedc9df7a,9,2
e83d3bbfedc9df7a,10,2
e83d3bbfedc9df7a,11,2
e83d3bbfedc9df7a,12,2
"5c149df14353820b",1,3
"5c149df14353820b",2,2
"5c149df14353820b",3,3
"5c149df14353820b",4,2
"5c149df14353820b",5,2
"5c149df14353820b",6,2
"5c149df14353820b",7,3
"5c149df14353820b",8,2
"5c149df14353820b",9,2
"5c149df14353820b",10,2
"5c149df14353820b",11,2
"5c149df14353820b",12,2
"363044199d8a3bcd",1,2
"363044199d8a3bcd",2,2
"363044199d8a3bcd",3,2
"363044199d8a3bcd",4,2
"363044199d8a3bcd",5,2
"363044199d8a3bcd",6,2
"363044199d8a3bcd",7,2
"363044199d8a3bcd",8,2
"363044199d8a3bcd",9,3
"363044199d8a3bcd",10,2
"363044199d8a3bcd",11,2
"363044199d8a3bcd",12,2
"30bc27daf13b2993",1,3
"30bc27daf13b2993",2,3
"30bc27daf13b2993",3,3
"30bc27daf13b2993",4,2
"30bc27daf13b2993",5,3
"30bc27daf13b2993",6,3
"30bc27daf13b2993",7,3
"30bc27daf13b2993",8,3
"30bc27daf13b2993",9,3
"30bc27daf13b2993",10,3
"30bc27daf13b2993",11,3
"30bc27daf13b2993",12,3
"5661c2da5c759ce5",1,3
"5661c2da5c759ce5",2,2
"5661c2da5c759ce5",3,2
"5661c2da5c759ce5",4,2
"5661c2da5c759ce5",5,2
"5661c2da5c759ce5",6,2
"5661c2da5c759ce5",7,3
"5661c2da5c759ce5",8,2
"5661c2da5c759ce5",9,2
"5661c2da5c759ce5",10,2
"5661c2da5c759ce5",11,2
"5661c2da5c759ce5",12,2
"703e116a4b633ac1",1,3
"703e116a4b633ac1",2,3
"703e116a4b633ac1",3,3
"703e116a4b633ac1",4,2
"703e116a4b633ac1",5,3
"703e116a4b633ac1",6,3
"703e116a4b633ac1",7,2
"703e116a4b633ac1",8,2
"703e116a4b633ac1",9,2
"703e116a4b633ac1",10,3
"703e116a4b633ac1",11,3
"703e116a4b633ac1",12,3
e64b250d5f25d9ed,1,3
e64b250d5f25d9ed,2,3
e64b250d5f25d9ed,3,3
e64b250d5f25d9ed,4,3
e64b250d5f25d9ed,5,3
e64b250d5f25d9ed,6,2
e64b250d5f25d9ed,7,2
e64b250d5f25d9ed,8,3
e64b250d5f25d9ed,9,3
e64b250d5f25d9ed,10,2
e64b250d5f25d9ed,11,3
e64b250d5f25d9ed,12,2
"28a0374c055ef765",1,2
"28a0374c055ef765",2,2
"28a0374c055ef765",3,3
"28a0374c055ef765",4,2
"28a0374c055ef765",5,3
"28a0374c055ef765",6,3
"28a0374c055ef765",7,3
"28a0374c055ef765",8,3
"28a0374c055ef765",9,2
"28a0374c055ef765",10,2
"28a0374c055ef765",11,2
"28a0374c055ef765",12,3
"3edb2a00618fb7f2",1,3
"3edb2a00618fb7f2",2,3
"3edb2a00618fb7f2",3,3
"3edb2a00618fb7f2",4,2
"3edb2a00618fb7f2",5,3
"3edb2a00618fb7f2",6,3
"3edb2a00618fb7f2",7,2
"3edb2a00618fb7f2",8,2
"3edb2a00618fb7f2",9,3
"3edb2a00618fb7f2",10,2
"3edb2a00618fb7f2",11,3
"3edb2a00618fb7f2",12,3
a1de9787d1adc24,1,2
a1de9787d1adc24,2,2
a1de9787d1adc24,3,2
a1de9787d1adc24,4,3
a1de9787d1adc24,5,2
a1de9787d1adc24,6,3
a1de9787d1adc24,7,2
a1de9787d1adc24,8,3
a1de9787d1adc24,9,3
a1de9787d1adc24,10,3
a1de9787d1adc24,11,3
a1de9787d1adc24,12,2
"140a5692e02b6d2d",1,2
"140a5692e02b6d2d",4,2
"140a5692e02b6d2d",5,2
"140a5692e02b6d2d",6,3
"140a5692e02b6d2d",7,3
"140a5692e02b6d2d",8,3
"140a5692e02b6d2d",9,3
"140a5692e02b6d2d",10,2
"140a5692e02b6d2d",11,2
"140a5692e02b6d2d",12,3
ede1b15d4aacbfeb,1,2
ede1b15d4aacbfeb,2,2
ede1b15d4aacbfeb,3,3
ede1b15d4aacbfeb,4,3
ede1b15d4aacbfeb,5,3
ede1b15d4aacbfeb,6,2
ede1b15d4aacbfeb,7,2
ede1b15d4aacbfeb,8,2
ede1b15d4aacbfeb,9,3
ede1b15d4aacbfeb,10,3
ede1b15d4aacbfeb,11,3
ede1b15d4aacbfeb,12,3
"554ec4ef442f415e",1,3
"554ec4ef442f415e",2,3
"554ec4ef442f415e",3,3
"554ec4ef442f415e",4,2
"554ec4ef442f415e",5,2
"554ec4ef442f415e",6,2
"554ec4ef442f415e",7,2
"554ec4ef442f415e",8,3
"554ec4ef442f415e",9,2
"554ec4ef442f415e",10,2
"554ec4ef442f415e",11,2
"554ec4ef442f415e",12,2
"115deb593c2d248e",1,2
"115deb593c2d248e",2,2
"115deb593c2d248e",3,2
"115deb593c2d248e",4,2
"115deb593c2d248e",5,3
"115deb593c2d248e",6,2
"115deb593c2d248e",7,3
"115deb593c2d248e",8,3
"115deb593c2d248e",9,3
"115deb593c2d248e",10,3
"115deb593c2d248e",11,3
"115deb593c2d248e",12,2
"32379617abb31e8",1,2
"32379617abb31e8",4,2
"32379617abb31e8",5,2
"32379617abb31e8",6,3
"32379617abb31e8",7,2
"32379617abb31e8",8,3
"32379617abb31e8",9,3
"32379617abb31e8",10,3
"32379617abb31e8",11,2
"32379617abb31e8",12,2
"6f7c12bb089730f",1,2
"6f7c12bb089730f",2,2
"6f7c12bb089730f",3,2
"6f7c12bb089730f",4,2
"6f7c12bb089730f",5,3
"6f7c12bb089730f",6,3
"6f7c12bb089730f",7,3
"6f7c12bb089730f",8,3
"6f7c12bb089730f",9,2
"6f7c12bb089730f",10,3
"6f7c12bb089730f",11,3
"6f7c12bb089730f",12,3
"9e447475d6583bc",1,2
"9e447475d6583bc",2,2
"9e447475d6583bc",3,2
"9e447475d6583bc",4,3
"9e447475d6583bc",5,3
"9e447475d6583bc",6,3
"9e447475d6583bc",7,2
"9e447475d6583bc",8,2
"9e447475d6583bc",9,2
"9e447475d6583bc",10,3
"9e447475d6583bc",11,2
"9e447475d6583bc",12,3
"693fd86c1955754e",1,2
"693fd86c1955754e",2,2
"693fd86c1955754e",3,2
"693fd86c1955754e",4,2
"693fd86c1955754e",5,3
"693fd86c1955754e",6,2
"693fd86c1955754e",7,2
"693fd86c1955754e",8,3
"693fd86c1955754e",9,3
"693fd86c1955754e",10,3
"693fd86c1955754e",11,3
"693fd86c1955754e",12,2
"3a526c675e3b6b13",1,3
"3a526c675e3b6b13",2,2
"3a526c675e3b6b13",3,2
"3a526c675e3b6b13",4,2
"3a526c675e3b6b13",5,3
"3a526c675e3b6b13",6,3
"3a526c675e3b6b13",7,3
"3a526c675e3b6b13",8,3
"3a526c675e3b6b13",9,3
"3a526c675e3b6b13",10,2
"3a526c675e3b6b13",11,2
"3a526c675e3b6b13",12,3
d002075c02d4a7e1,1,3
d002075c02d4a7e1,2,3
d002075c02d4a7e1,3,3
d002075c02d4a7e1,4,3
d002075c02d4a7e1,5,3
d002075c02d4a7e1,6,3
d002075c02d4a7e1,7,3
d002075c02d4a7e1,8,3
d002075c02d4a7e1,9,3
d002075c02d4a7e1,10,3
d002075c02d4a7e1,11,2
d002075c02d4a7e1,12,3
"7d8dd11b1c0c3898",1,3
"7d8dd11b1c0c3898",2,3
"7d8dd11b1c0c3898",3,2
"7d8dd11b1c0c3898",4,2
"7d8dd11b1c0c3898",5,2
"7d8dd11b1c0c3898",6,3
"7d8dd11b1c0c3898",7,3
"7d8dd11b1c0c3898",8,3
"7d8dd11b1c0c3898",9,2
"7d8dd11b1c0c3898",10,2
"7d8dd11b1c0c3898",11,2
"7d8dd11b1c0c3898",12,3
e2e1f4eaf176d94f,1,3
e2e1f4eaf176d94f,2,3
e2e1f4eaf176d94f,3,3
e2e1f4eaf176d94f,4,3
e2e1f4eaf176d94f,5,3
e2e1f4eaf176d94f,6,2
e2e1f4eaf176d94f,7,3
e2e1f4eaf176d94f,8,3
e2e1f4eaf176d94f,9,3
e2e1f4eaf176d94f,10,2
e2e1f4eaf176d94f,11,2
e2e1f4eaf176d94f,12,3
"585ac15106cf7435",1,2
"585ac15106cf7435",2,2
"585ac15106cf7435",3,2
"585ac15106cf7435",4,3
"585ac15106cf7435",5,2
"585ac15106cf7435",6,2
"585ac15106cf7435",7,3
"585ac15106cf7435",8,3
"585ac15106cf7435",9,2
"585ac15106cf7435",10,2
"585ac15106cf7435",11,3
"585ac15106cf7435",12,2
"30e4688a7c450b3c",1,3
"30e4688a7c450b3c",2,3
"30e4688a7c450b3c",3,3
"30e4688a7c450b3c",4,3
"30e4688a7c450b3c",5,3
"30e4688a7c450b3c",6,3
"30e4688a7c450b3c",7,3
"30e4688a7c450b3c",8,2
"30e4688a7c450b3c",9,2
"30e4688a7c450b3c",10,3
"30e4688a7c450b3c",11,2
"30e4688a7c450b3c",12,2
"13d728b6b0876092",1,2
"13d728b6b0876092",2,2
"13d728b6b0876092",3,3
"13d728b6b0876092",4,2
"13d728b6b0876092",5,3
"13d728b6b0876092",6,2
"13d728b6b0876092",7,3
"13d728b6b0876092",8,2
"13d728b6b0876092",9,2
"13d728b6b0876092",10,2
"13d728b6b0876092",11,3
"13d728b6b0876092",12,3
"6b0b30d74fce30dc",1,2
"6b0b30d74fce30dc",2,2
"6b0b30d74fce30dc",3,2
"6b0b30d74fce30dc",4,2
"6b0b30d74fce30dc",5,3
"6b0b30d74fce30dc",6,2
"6b0b30d74fce30dc",7,2
"6b0b30d74fce30dc",8,2
"6b0b30d74fce30dc",9,3
"6b0b30d74fce30dc",10,2
"6b0b30d74fce30dc",11,2
"6b0b30d74fce30dc",12,2
a9234141511a1532,1,2
a9234141511a1532,2,2
a9234141511a1532,3,2
a9234141511a1532,4,3
a9234141511a1532,5,2
a9234141511a1532,6,3
a9234141511a1532,7,3
a9234141511a1532,8,3
a9234141511a1532,9,3
a9234141511a1532,10,3
a9234141511a1532,11,3
a9234141511a1532,12,3
"7d91f03e93747585",1,2
"7d91f03e93747585",2,2
"7d91f03e93747585",3,2
"7d91f03e93747585",4,2
"7d91f03e93747585",5,2
"7d91f03e93747585",6,2
"7d91f03e93747585",7,2
"7d91f03e93747585",8,2
"7d91f03e93747585",9,3
"7d91f03e93747585",10,2
"7d91f03e93747585",11,2
"7d91f03e93747585",12,3
"8d39e4c8efcaae52",1,3
"8d39e4c8efcaae52",2,3
"8d39e4c8efcaae52",3,3
"8d39e4c8efcaae52",4,3
"8d39e4c8efcaae52",5,3
"8d39e4c8efcaae52",6,3
"8d39e4c8efcaae52",7,3
"8d39e4c8efcaae52",8,3
"8d39e4c8efcaae52",9,3
"8d39e4c8efcaae52",10,3
"8d39e4c8efcaae52",11,2
"8d39e4c8efcaae52",12,3
c683af478c06491,1,3
c683af478c06491,2,3
c683af478c06491,3,3
c683af478c06491,4,3
c683af478c06491,5,2
c683af478c06491,6,3
c683af478c06491,7,2
c683af478c06491,8,3
c683af478c06491,9,2
c683af478c06491,10,2
c683af478c06491,11,2
c683af478c06491,12,2
"17f903159982eda1",1,3
"17f903159982eda1",2,3
"17f903159982eda1",3,2
"17f903159982eda1",4,3
"17f903159982eda1",5,3
"17f903159982eda1",6,3
"17f903159982eda1",7,3
"17f903159982eda1",8,2
"17f903159982eda1",9,2
"17f903159982eda1",10,2
"17f903159982eda1",11,2
"17f903159982eda1",12,2
f56f6d6959f09572,1,2
f56f6d6959f09572,2,2
f56f6d6959f09572,3,2
f56f6d6959f09572,4,2
f56f6d6959f09572,5,2
f56f6d6959f09572,6,3
f56f6d6959f09572,7,3
f56f6d6959f09572,8,3
f56f6d6959f09572,9,3
f56f6d6959f09572,10,2
f56f6d6959f09572,11,3
f56f6d6959f09572,12,2
b7cfe32011fa0354,1,3
b7cfe32011fa0354,2,3
b7cfe32011fa0354,3,3
b7cfe32011fa0354,4,3
b7cfe32011fa0354,5,3
b7cfe32011fa0354,6,3
b7cfe32011fa0354,7,3
b7cfe32011fa0354,8,3
b7cfe32011fa0354,9,3
b7cfe32011fa0354,10,3
b7cfe32011fa0354,11,3
b7cfe32011fa0354,12,2
"9b9be817a88c1584",1,3
"9b9be817a88c1584",2,3
"9b9be817a88c1584",3,2
"9b9be817a88c1584",4,3
"9b9be817a88c1584",5,3
"9b9be817a88c1584",6,3
"9b9be817a88c1584",7,2
"9b9be817a88c1584",8,2
"9b9be817a88c1584",9,3
"9b9be817a88c1584",10,3
"9b9be817a88c1584",11,3
"9b9be817a88c1584",12,2
"5d10f4fbd00192bb",1,3
"5d10f4fbd00192bb",2,3
"5d10f4fbd00192bb",3,3
"5d10f4fbd00192bb",4,3
"5d10f4fbd00192bb",5,3
"5d10f4fbd00192bb",6,2
"5d10f4fbd00192bb",7,2
"5d10f4fbd00192bb",8,2
"5d10f4fbd00192bb",9,2
"5d10f4fbd00192bb",10,3
"5d10f4fbd00192bb",11,3
"5d10f4fbd00192bb",12,3
"5ef2d1b23ef60496",1,2
"5ef2d1b23ef60496",4,2
"5ef2d1b23ef60496",5,2
"5ef2d1b23ef60496",6,3
"5ef2d1b23ef60496",7,2
"5ef2d1b23ef60496",8,2
"5ef2d1b23ef60496",9,3
"5ef2d1b23ef60496",10,2
"5ef2d1b23ef60496",11,2
"5ef2d1b23ef60496",12,2
"2b692f403d8a2537",1,2
"2b692f403d8a2537",2,2
"2b692f403d8a2537",3,3
"2b692f403d8a2537",4,2
"2b692f403d8a2537",5,2
"2b692f403d8a2537",6,2
"2b692f403d8a2537",7,2
"2b692f403d8a2537",8,2
"2b692f403d8a2537",9,2
"2b692f403d8a2537",10,2
"2b692f403d8a2537",11,3
"2b692f403d8a2537",12,3
"7f742621512ab5d3",1,3
"7f742621512ab5d3",2,3
"7f742621512ab5d3",3,2
"7f742621512ab5d3",4,2
"7f742621512ab5d3",5,2
"7f742621512ab5d3",6,3
"7f742621512ab5d3",7,2
"7f742621512ab5d3",8,3
"7f742621512ab5d3",9,3
"7f742621512ab5d3",10,2
"7f742621512ab5d3",11,2
"7f742621512ab5d3",12,3
f68d4aa10d3c15fc,1,3
f68d4aa10d3c15fc,2,3
f68d4aa10d3c15fc,3,3
f68d4aa10d3c15fc,4,3
f68d4aa10d3c15fc,5,3
f68d4aa10d3c15fc,6,3
f68d4aa10d3c15fc,7,3
f68d4aa10d3c15fc,8,2
f68d4aa10d3c15fc,9,3
f68d4aa10d3c15fc,10,3
f68d4aa10d3c15fc,11,3
f68d4aa10d3c15fc,12,2
"698ae7f08e02241e",1,3
"698ae7f08e02241e",2,3
"698ae7f08e02241e",3,2
"698ae7f08e02241e",4,3
"698ae7f08e02241e",5,3
"698ae7f08e02241e",6,3
"698ae7f08e02241e",7,3
"698ae7f08e02241e",8,3
"698ae7f08e02241e",9,3
"698ae7f08e02241e",10,3
"698ae7f08e02241e",11,3
"698ae7f08e02241e",12,3
"9b8261c9e55ad80f",1,3
"9b8261c9e55ad80f",2,3
"9b8261c9e55ad80f",3,2
"9b8261c9e55ad80f",4,2
"9b8261c9e55ad80f",5,2
"9b8261c9e55ad80f",6,2
"9b8261c9e55ad80f",7,2
"9b8261c9e55ad80f",8,2
"9b8261c9e55ad80f",9,2
"9b8261c9e55ad80f",10,2
"9b8261c9e55ad80f",11,2
"9b8261c9e55ad80f",12,2
fad922bd36c191fc,1,3
fad922bd36c191fc,2,3
fad922bd36c191fc,3,2
fad922bd36c191fc,4,3
fad922bd36c191fc,5,2
fad922bd36c191fc,6,2
fad922bd36c191fc,7,2
fad922bd36c191fc,8,2
fad922bd36c191fc,9,2
fad922bd36c191fc,10,3
fad922bd36c191fc,11,3
fad922bd36c191fc,12,3
"8cf67a76a7e8baf5",1,3
"8cf67a76a7e8baf5",2,3
"8cf67a76a7e8baf5",3,3
"8cf67a76a7e8baf5",4,2
"8cf67a76a7e8baf5",5,3
"8cf67a76a7e8baf5",6,2
"8cf67a76a7e8baf5",7,2
"8cf67a76a7e8baf5",8,2
"8cf67a76a7e8baf5",9,3
"8cf67a76a7e8baf5",10,3
"8cf67a76a7e8baf5",11,3
"8cf67a76a7e8baf5",12,3
"31d6d8bb325cf9f8",1,3
"31d6d8bb325cf9f8",2,3
"31d6d8bb325cf9f8",3,3
"31d6d8bb325cf9f8",4,2
"31d6d8bb325cf9f8",5,3
"31d6d8bb325cf9f8",6,3
"31d6d8bb325cf9f8",7,2
"31d6d8bb325cf9f8",8,3
"31d6d8bb325cf9f8",9,3
"31d6d8bb325cf9f8",10,3
"31d6d8bb325cf9f8",11,3
"31d6d8bb325cf9f8",12,2
"5b499e0f4fbdc664",1,3
"5b499e0f4fbdc664",3,2
"5b499e0f4fbdc664",4,3
"5b499e0f4fbdc664",5,3
"5b499e0f4fbdc664",6,3
"5b499e0f4fbdc664",7,3
"5b499e0f4fbdc664",8,3
"5b499e0f4fbdc664",9,2
"5b499e0f4fbdc664",10,2
"5b499e0f4fbdc664",11,2
"5b499e0f4fbdc664",12,2
"35943b9b1fa54851",1,2
"35943b9b1fa54851",2,2
"35943b9b1fa54851",3,2
"35943b9b1fa54851",4,2
"35943b9b1fa54851",5,2
"35943b9b1fa54851",6,2
"35943b9b1fa54851",7,2
"35943b9b1fa54851",8,2
"35943b9b1fa54851",9,3
"35943b9b1fa54851",10,2
"35943b9b1fa54851",11,3
"35943b9b1fa54851",12,2
"4c0fb74ff1d37488",1,3
"4c0fb74ff1d37488",2,3
"4c0fb74ff1d37488",3,3
"4c0fb74ff1d37488",4,3
"4c0fb74ff1d37488",5,3
"4c0fb74ff1d37488",6,2
"4c0fb74ff1d37488",7,2
"4c0fb74ff1d37488",8,3
"4c0fb74ff1d37488",9,2
"4c0fb74ff1d37488",10,2
"4c0fb74ff1d37488",11,2
"4c0fb74ff1d37488",12,2
c0165a1c61954a4d,1,2
c0165a1c61954a4d,2,2
c0165a1c61954a4d,3,3
c0165a1c61954a4d,4,3
c0165a1c61954a4d,5,2
c0165a1c61954a4d,6,2
c0165a1c61954a4d,7,2
c0165a1c61954a4d,8,2
c0165a1c61954a4d,9,2
c0165a1c61954a4d,10,2
c0165a1c61954a4d,11,2
c0165a1c61954a4d,12,3
c4f4da42623b2204,1,2
c4f4da42623b2204,2,2
c4f4da42623b2204,3,2
c4f4da42623b2204,4,3
c4f4da42623b2204,5,3
c4f4da42623b2204,6,3
c4f4da42623b2204,7,3
c4f4da42623b2204,8,3
c4f4da42623b2204,9,2
c4f4da42623b2204,10,2
c4f4da42623b2204,11,3
c4f4da42623b2204,12,2
efdf4f2365128a77,1,2
efdf4f2365128a77,2,2
efdf4f2365128a77,3,2
efdf4f2365128a77,4,2
efdf4f2365128a77,5,3
efdf4f2365128a77,6,3
efdf4f2365128a77,7,2
efdf4f2365128a77,8,3
efdf4f2365128a77,9,3
efdf4f2365128a77,10,3
efdf4f2365128a77,11,2
efdf4f2365128a77,12,2
b8d45e4d313edb06,1,2
b8d45e4d313edb06,2,2
b8d45e4d313edb06,3,2
b8d45e4d313edb06,4,3
b8d45e4d313edb06,5,2
b8d45e4d313edb06,6,3
b8d45e4d313edb06,7,3
b8d45e4d313edb06,8,3
b8d45e4d313edb06,9,2
b8d45e4d313edb06,10,2
b8d45e4d313edb06,11,3
b8d45e4d313edb06,12,2
"8b5a1e7040012f52",1,3
"8b5a1e7040012f52",2,3
"8b5a1e7040012f52",3,3
"8b5a1e7040012f52",4,3
"8b5a1e7040012f52",5,2
"8b5a1e7040012f52",6,3
"8b5a1e7040012f52",7,3
"8b5a1e7040012f52",8,3
"8b5a1e7040012f52",9,3
"8b5a1e7040012f52",10,3
"8b5a1e7040012f52",11,2
"8b5a1e7040012f52",12,2
"97533032f79a57fa",1,3
"97533032f79a57fa",2,3
"97533032f79a57fa",3,2
"97533032f79a57fa",4,2
"97533032f79a57fa",5,2
"97533032f79a57fa",6,3
"97533032f79a57fa",7,3
"97533032f79a57fa",8,3
"97533032f79a57fa",9,2
"97533032f79a57fa",10,3
"97533032f79a57fa",11,3
"97533032f79a57fa",12,3
"8194164e37a349ae",1,3
"8194164e37a349ae",2,2
"8194164e37a349ae",3,2
"8194164e37a349ae",4,2
"8194164e37a349ae",5,2
"8194164e37a349ae",6,3
"8194164e37a349ae",7,2
"8194164e37a349ae",8,2
"8194164e37a349ae",9,3
"8194164e37a349ae",10,3
"8194164e37a349ae",11,3
"8194164e37a349ae",12,3
f273210b73cb7256,1,2
f273210b73cb7256,2,2
f273210b73cb7256,3,2
f273210b73cb7256,4,2
f273210b73cb7256,5,2
f273210b73cb7256,6,3
f273210b73cb7256,7,3
f273210b73cb7256,8,2
f273210b73cb7256,9,3
f273210b73cb7256,10,2
f273210b73cb7256,11,3
f273210b73cb7256,12,2
"13e5f07b85555ae5",1,2
"13e5f07b85555ae5",2,3
"13e5f07b85555ae5",3,2
"13e5f07b85555ae5",4,3
"13e5f07b85555ae5",5,3
"13e5f07b85555ae5",6,3
"13e5f07b85555ae5",7,3
"13e5f07b85555ae5",8,2
"13e5f07b85555ae5",9,2
"13e5f07b85555ae5",10,3
"13e5f07b85555ae5",11,3
"13e5f07b85555ae5",12,2
ad357f012bd8bbdf,1,3
ad357f012bd8bbdf,2,3
ad357f012bd8bbdf,3,3
ad357f012bd8bbdf,4,2
ad357f012bd8bbdf,5,2
ad357f012bd8bbdf,6,2
ad357f012bd8bbdf,7,2
ad357f012bd8bbdf,8,3
ad357f012bd8bbdf,9,3
ad357f012bd8bbdf,10,3
ad357f012bd8bbdf,11,3
ad357f012bd8bbdf,12,2
c7b076d797b3dbe6,1,3
c7b076d797b3dbe6,2,3
c7b076d797b3dbe6,3,3
c7b076d797b3dbe6,4,3
c7b076d797b3dbe6,5,2
c7b076d797b3dbe6,6,2
c7b076d797b3dbe6,7,3
c7b076d797b3dbe6,8,2
c7b076d797b3dbe6,9,2
c7b076d797b3dbe6,10,3
c7b076d797b3dbe6,11,2
c7b076d797b3dbe6,12,2
acba6c83282fbc01,1,3
acba6c83282fbc01,2,3
acba6c83282fbc01,3,2
acba6c83282fbc01,4,3
acba6c83282fbc01,5,3
acba6c83282fbc01,6,3
acba6c83282fbc01,7,3
acba6c83282fbc01,8,2
acba6c83282fbc01,9,3
acba6c83282fbc01,10,2
acba6c83282fbc01,11,3
acba6c83282fbc01,12,3
eb5a051f41238642,1,2
eb5a051f41238642,2,2
eb5a051f41238642,3,3
eb5a051f41238642,4,2
eb5a051f41238642,5,2
eb5a051f41238642,6,2
eb5a051f41238642,7,3
eb5a051f41238642,8,3
eb5a051f41238642,9,3
eb5a051f41238642,10,3
eb5a051f41238642,11,3
eb5a051f41238642,12,3
"8c6cdb2c2b4b5282",1,3
"8c6cdb2c2b4b5282",2,3
"8c6cdb2c2b4b5282",3,3
"8c6cdb2c2b4b5282",4,2
"8c6cdb2c2b4b5282",5,2
"8c6cdb2c2b4b5282",6,2
"8c6cdb2c2b4b5282",7,2
"8c6cdb2c2b4b5282",8,2
"8c6cdb2c2b4b5282",9,3
"8c6cdb2c2b4b5282",10,2
"8c6cdb2c2b4b5282",11,3
"8c6cdb2c2b4b5282",12,3
"5b1fae1843426fce",1,2
"5b1fae1843426fce",2,2
"5b1fae1843426fce",3,2
"5b1fae1843426fce",4,2
"5b1fae1843426fce",5,2
"5b1fae1843426fce",6,2
"5b1fae1843426fce",7,3
"5b1fae1843426fce",8,3
"5b1fae1843426fce",9,2
"5b1fae1843426fce",10,2
"5b1fae1843426fce",11,2
"5b1fae1843426fce",12,2
"298a9abbb10da3da",1,3
"298a9abbb10da3da",2,3
"298a9abbb10da3da",3,3
"298a9abbb10da3da",4,3
"298a9abbb10da3da",5,3
"298a9abbb10da3da",6,3
"298a9abbb10da3da",7,2
"298a9abbb10da3da",8,2
"298a9abbb10da3da",9,3
"298a9abbb10da3da",10,3
"298a9abbb10da3da",11,3
"298a9abbb10da3da",12,3
a9cecce61970ac6f,1,2
a9cecce61970ac6f,2,3
a9cecce61970ac6f,3,3
a9cecce61970ac6f,4,3
a9cecce61970ac6f,5,2
a9cecce61970ac6f,6,2
a9cecce61970ac6f,7,2
a9cecce61970ac6f,8,2
a9cecce61970ac6f,9,3
a9cecce61970ac6f,10,2
a9cecce61970ac6f,11,3
a9cecce61970ac6f,12,3
b44ef1aa8056e245,1,2
b44ef1aa8056e245,2,3
b44ef1aa8056e245,3,3
b44ef1aa8056e245,4,3
b44ef1aa8056e245,5,2
b44ef1aa8056e245,6,2
b44ef1aa8056e245,7,3
b44ef1aa8056e245,8,3
b44ef1aa8056e245,9,3
b44ef1aa8056e245,10,2
b44ef1aa8056e245,11,3
b44ef1aa8056e245,12,3
"711bcb01189ff22f",1,2
"711bcb01189ff22f",2,2
"711bcb01189ff22f",3,3
"711bcb01189ff22f",4,3
"711bcb01189ff22f",5,3
"711bcb01189ff22f",6,3
"711bcb01189ff22f",7,2
"711bcb01189ff22f",8,2
"711bcb01189ff22f",9,2
"711bcb01189ff22f",10,2
"711bcb01189ff22f",11,3
